magJ,name,radius,spectraltype,magB,magV,temperature,magK,mass,metallicity,magH,planets
,Kepler-513,1.06,,,,5849.0,,1.02,-0.01,,1.0
,Kepler-514,1.44,,,,6106.0,,1.28,0.36,,1.0
,Kepler-515,0.83,,,,5293.0,,0.90,0.08,,1.0
,Kepler-516,2.02,,,,7099.0,,1.62,0.01,,1.0
,Kepler-517,0.98,,,,5690.0,,0.95,-0.06,,1.0
,Kepler-518,0.88,,,,5842.0,,0.96,-0.23,,1.0
,Kepler-519,0.80,,,,5260.0,,0.89,0.01,,1.0
13.562,Kepler-51,0.88,,,,6018,13.197,1.04,,13.219,3.0
,Kepler-520,1.09,,,,6112.0,,1.10,-0.03,,2.0
,Kepler-521,1.46,,,,6406.0,,1.34,0.25,,1.0
,Kepler-522,1.98,,,,6392.0,,1.54,0.41,,1.0
,Kepler-523,0.86,,,,5515.0,,0.93,-0.03,,1.0
,Kepler-524,1.10,,,,6014.0,,1.09,0.02,,2.0
,Kepler-525,1.15,,,,5573.0,,0.95,0.11,,1.0
,Kepler-526,1.14,,,,5894.0,,1.15,0.34,,1.0
,Kepler-527,1.45,,,,6388.0,,1.28,0.03,,1.0
,Kepler-528,1.06,,,,5807.0,,1.01,0.02,,1.0
,Kepler-529,1.14,,,,6087.0,,1.07,-0.10,,2.0
13.153,Kepler-52,0.556,,,,4263,12.360,0.5770,,12.51,3.0
,Kepler-530,0.89,,,,5697.0,,0.97,-0.08,,1.0
,Kepler-531,0.75,,,,4893.0,,0.78,-0.03,,1.0
,Kepler-532,0.79,,,,5192.0,,0.87,0.00,,1.0
,Kepler-533,0.72,,,,4758.0,,0.78,0.01,,1.0
,Kepler-534,0.98,,,,5884.0,,1.05,0.01,,1.0
,Kepler-535,1.27,,,,6123.0,,1.18,0.13,,1.0
,Kepler-536,0.89,,,,5524.0,,0.92,0.00,,1.0
,Kepler-537,0.99,,,,5763.0,,1.07,0.23,,1.0
,Kepler-538,0.90,,,,5650.0,,0.96,-0.05,,1.0
14.252,Kepler-53,0.958,,,,6085,13.81,1.0650,,13.91,3.0
,Kepler-540,1.08,,,,5946.0,,1.02,-0.10,,1.0
,Kepler-541,2.06,,,,6166.0,,1.41,0.07,,1.0
,Kepler-542,0.90,,,,5526.0,,0.93,0.02,,1.0
,Kepler-543,0.67,,,,4671.0,,0.70,-0.19,,1.0
,Kepler-544,1.22,,,,6206.0,,1.16,0.02,,1.0
,Kepler-545,1.07,,,,5882.0,,1.04,0.03,,1.0
,Kepler-546,1.15,,,,5967.0,,1.11,0.14,,1.0
,Kepler-547,0.73,,,,4828.0,,0.78,0.01,,1.0
,Kepler-548,0.90,,,,5535.0,,0.93,0.00,,1.0
,Kepler-549,0.84,,,,5360.0,,0.88,-0.03,,2.0
13.508,Kepler-54,0.554,,,,4252,12.648,0.5140,,12.897,3.0
,Kepler-550,0.83,,,,5322.0,,0.87,-0.02,,1.0
,Kepler-551,0.63,,,,4286.0,,0.65,-0.09,,1.0
,Kepler-552,1.04,,,,5863.0,,1.03,0.01,,1.0
,Kepler-553,0.85,,,,5266.0,,0.92,0.21,,2.0
,Kepler-554,0.92,,,,5447.0,,0.93,0.14,,1.0
,Kepler-555,1.04,,,,5894.0,,1.03,0.00,,1.0
,Kepler-556,0.98,,,,5740.0,,1.00,0.03,,1.0
,Kepler-557,1.16,,,,6068.0,,1.11,0.02,,1.0
,Kepler-558,0.81,,,,5242.0,,0.85,-0.06,,1.0
,Kepler-559,0.95,,,,5630.0,,0.96,0.03,,1.0
13.97,Kepler-55,0.619,,,,4503,13.289,0.6310,,13.36,5.0
,Kepler-560,0.33,,,,3556.0,,0.34,-0.39,,1.0
,Kepler-561,0.94,,,,5646.0,,0.96,0.02,,2.0
,Kepler-562,0.90,,,,5575.0,,0.93,-0.04,,1.0
,Kepler-563,0.77,,,,5066.0,,0.80,-0.08,,1.0
,Kepler-564,0.92,,,,5626.0,,0.95,-0.01,,1.0
,Kepler-565,0.95,,,,5735.0,,0.98,-0.02,,1.0
,Kepler-566,0.79,,,,5132.0,,0.83,-0.01,,1.0
,Kepler-567,0.79,,,,5148.0,,0.84,0.00,,1.0
,Kepler-568,0.53,,,,3768.0,,0.55,0.11,,1.0
,Kepler-569,0.93,,,,5616.0,,0.95,0.01,,1.0
10.813,Kepler-56,4.22,,,,4840,10.227,1.32,0.20,10.330,3.0
,Kepler-570,0.90,,,,5496.0,,0.93,0.06,,1.0
,Kepler-571,0.90,,,,5527.0,,0.93,0.01,,1.0
,Kepler-572,0.79,,,,5212.0,,0.83,-0.10,,1.0
,Kepler-573,1.02,,,,5746.0,,0.99,0.02,,1.0
,Kepler-574,0.91,,,,5612.0,,0.95,-0.01,,1.0
,Kepler-575,0.95,,,,5710.0,,0.97,0.00,,1.0
,Kepler-576,0.97,,,,5672.0,,0.99,0.09,,1.0
,Kepler-577,0.73,,,,4984.0,,0.78,-0.14,,1.0
,Kepler-578,0.83,,,,5334.0,,0.87,-0.03,,1.0
,Kepler-579,0.96,,,,5636.0,,0.99,0.13,,1.0
13.437,Kepler-57,0.73,,,,5145.0,12.897,0.83,,13.022,2.0
,Kepler-580,0.64,,,,4298.0,,0.67,-0.06,,1.0
,Kepler-581,1.00,,,,5772.0,,1.00,0.03,,1.0
,Kepler-582,0.91,,,,5564.0,,0.93,0.01,,1.0
,Kepler-583,0.91,,,,5523.0,,0.94,0.07,,1.0
,Kepler-584,1.24,,,,6195.0,,1.17,0.02,,1.0
,Kepler-585,0.93,,,,5593.0,,0.96,0.03,,1.0
,Kepler-586,0.92,,,,5575.0,,0.94,0.00,,1.0
,Kepler-587,0.89,,,,5549.0,,0.92,-0.05,,1.0
,Kepler-588,1.00,,,,5835.0,,1.01,0.00,,1.0
,Kepler-589,0.83,,,,5296.0,,0.88,0.01,,1.0
13.643,Kepler-58,1.127,,,,6099,13.28,1.0400,,13.382,3.0
,Kepler-590,1.15,,,,6000.0,,1.10,0.07,,1.0
,Kepler-591,0.94,,,,5677.0,,0.97,0.01,,1.0
,Kepler-592,1.04,,,,5913.0,,1.04,-0.03,,1.0
,Kepler-593,1.10,,,,5967.0,,1.08,0.04,,1.0
,Kepler-594,0.87,,,,5485.0,,0.91,-0.03,,1.0
,Kepler-595,0.83,,,,5247.0,,0.87,0.08,,1.0
,Kepler-596,1.32,,,,6267.0,,1.21,0.03,,1.0
,Kepler-597,0.95,,,,5683.0,,0.97,-0.01,,1.0
,Kepler-598,0.86,,,,5307.0,,0.87,0.02,,1.0
,Kepler-599,0.79,,,,5127.0,,0.83,-0.02,,1.0
13.253,Kepler-59,0.94,,,,6074.0,12.928,1.04,,12.974,2.0
12.115,Kepler-5,1.793,,14.1,,6297.0,11.769,1.374,0.04,11.86,1.0
,Kepler-600,0.81,,,,5279.0,,0.84,-0.09,,1.0
,Kepler-601,0.79,,,,5160.0,,0.85,-0.02,,1.0
,Kepler-602,1.13,,,,6062.0,,1.08,-0.02,,1.0
,Kepler-603,1.01,,,,5808.0,,1.01,0.03,,3.0
,Kepler-604,1.03,,,,5890.0,,1.02,-0.02,,1.0
,Kepler-605,0.88,,,,5462.0,,0.91,0.02,,2.0
,Kepler-606,1.22,,,,6161.0,,1.13,0.01,,1.0
,Kepler-607,0.80,,,,5196.0,,0.84,-0.02,,1.0
,Kepler-608,1.01,,,,5820.0,,1.00,-0.02,,1.0
,Kepler-609,1.14,,,,5971.0,,1.09,0.06,,1.0
12.804,Kepler-60,1.5,,,,5915.0,12.516,1.105,,12.569,3.0
,Kepler-610,1.13,,,,5943.0,,1.10,0.12,,2.0
,Kepler-611,1.01,,,,5761.0,,1.01,0.06,,1.0
,Kepler-612,0.96,,,,5693.0,,0.98,0.04,,1.0
,Kepler-613,0.96,,,,5723.0,,0.98,-0.01,,1.0
,Kepler-614,0.81,,,,5268.0,,0.85,-0.07,,1.0
,Kepler-615,0.69,,,,4655.0,,0.73,-0.07,,1.0
,Kepler-616,0.97,,,,5753.0,,0.98,-0.02,,2.0
,Kepler-617,0.48,,,,3712.0,,0.51,-0.07,,1.0
,Kepler-618,1.08,,,,5860.0,,1.05,0.08,,1.0
,Kepler-619,1.11,,,,5980.0,,1.09,0.05,,2.0
13.078,Kepler-61,0.62,K7V,,15.17,4017,12.272,0.35,0.03,12.426,1.0
,Kepler-620,1.22,,,,6155.0,,1.15,0.03,,1.0
,Kepler-621,0.68,,,,4521.0,,0.72,-0.02,,1.0
,Kepler-622,0.61,,,,4201.0,,0.64,-0.09,,1.0
,Kepler-623,0.86,,,,5443.0,,0.90,-0.03,,1.0
,Kepler-624,1.18,,,,6117.0,,1.10,-0.06,,1.0
,Kepler-625,0.96,,,,5789.0,,1.04,0.10,,2.0
,Kepler-626,1.05,,,,5813.0,,1.01,0.01,,1.0
,Kepler-627,1.49,,,,6424.0,,1.30,0.05,,1.0
,Kepler-628,1.28,,,,5721.0,,1.00,0.04,,1.0
,Kepler-629,0.84,,,,5444.0,,0.93,0.01,,1.0
12.256,Kepler-62,0.63,K2V,14.4,13.8,4925,11.659,0.69,-0.37,11.739,5.0
,Kepler-630,1.04,,,,5829.0,,1.02,0.03,,1.0
,Kepler-631,1.33,,,,6185.0,,1.24,0.23,,1.0
,Kepler-632,0.84,,,,5322.0,,0.91,0.11,,1.0
,Kepler-633,1.15,,,,5899.0,,1.02,-0.05,,1.0
,Kepler-634,1.24,,,,6075.0,,1.03,-0.18,,1.0
,Kepler-635,1.51,,,,6174.0,,1.33,0.41,,1.0
,Kepler-636,0.80,,,,5203.0,,0.85,-0.02,,1.0
,Kepler-637,2.56,,,,6096.0,,1.64,0.38,,1.0
,Kepler-638,0.93,,,,5382.0,,0.88,0.04,,1.0
,Kepler-639,1.29,,,,5896.0,,1.14,0.23,,1.0
10.399,Kepler-63,0.901,,12.36,12.02,5576,9.997,0.984,0.05,10.096,1.0
,Kepler-640,0.94,,,,5653.0,,1.01,0.15,,1.0
,Kepler-641,1.13,,,,5713.0,,1.02,0.15,,1.0
,Kepler-642,1.66,,,,6570.0,,1.40,0.06,,1.0
,Kepler-643,2.52,,,,4908.0,,1.00,0.13,,1.0
,Kepler-644,1.81,,,,6747.0,,1.49,0.08,,1.0
,Kepler-645,1.21,,,,6170.0,,1.13,-0.01,,1.0
,Kepler-646,0.91,,,,5634.0,,0.93,-0.07,,1.0
,Kepler-647,1.07,,,,6020.0,,1.03,-0.14,,1.0
,Kepler-648,0.98,,,,5741.0,,1.05,0.21,,1.0
,Kepler-649,0.94,,,,5871.0,,0.97,-0.17,,1.0
,Kepler-650,1.35,,,,5849.0,,1.08,0.13,,1.0
,Kepler-651,0.87,,,,5522.0,,0.92,-0.04,,1.0
,Kepler-652,0.88,,,,5490.0,,0.97,0.17,,1.0
,Kepler-653,1.19,,,,5665.0,,1.02,0.23,,2.0
,Kepler-654,1.11,,,,5865.0,,1.04,0.04,,1.0
,Kepler-655,1.24,,,,6170.0,,1.15,0.00,,1.0
,Kepler-656,0.82,,,,5281.0,,0.86,-0.04,,1.0
,Kepler-657,1.01,,,,5808.0,,1.01,0.03,,1.0
,Kepler-658,0.60,,,,4103.0,,0.63,-0.04,,1.0
,Kepler-659,0.74,,,,4870.0,,0.79,0.02,,1.0
10.066,Kepler-65,1.41,F,11.62,10.92,6211,9.806,1.25,0.17,9.852,3.0
,Kepler-660,0.71,,,,4779.0,,0.75,-0.07,,1.0
,Kepler-661,0.67,,,,4483.0,,0.70,-0.05,,1.0
,Kepler-662,0.74,,,,4897.0,,0.79,-0.03,,1.0
,Kepler-663,0.82,,,,5264.0,,0.86,0.03,,1.0
,Kepler-664,1.02,,,,5754.0,,1.01,0.07,,1.0
,Kepler-665,0.74,,,,4913.0,,0.79,-0.03,,1.0
,Kepler-666,1.05,,,,5887.0,,1.03,0.01,,1.0
,Kepler-667,0.87,,,,5327.0,,0.91,0.15,,1.0
,Kepler-668,0.82,,,,5352.0,,0.87,-0.06,,1.0
,Kepler-669,1.20,,,,6038.0,,1.15,0.14,,1.0
14.021,Kepler-66,0.966,G0V,,15.3,5962,13.62,1.038,0.012,13.689,1.0
,Kepler-670,0.99,,,,5709.0,,0.99,0.07,,1.0
,Kepler-671,0.95,,,,5624.0,,0.97,0.08,,1.0
,Kepler-672,0.92,,,,5627.0,,0.95,-0.01,,1.0
,Kepler-673,0.84,,,,5355.0,,0.88,0.00,,1.0
,Kepler-674,0.57,,,,4192.0,,0.60,-0.27,,1.0
,Kepler-675,0.75,,,,4945.0,,0.79,-0.05,,1.0
,Kepler-676,0.49,,,,3701.0,,0.51,-0.02,,1.0
,Kepler-677,0.99,,,,5723.0,,1.00,0.06,,1.0
,Kepler-678,0.91,,,,5520.0,,0.94,0.07,,1.0
,Kepler-679,0.84,,,,5403.0,,0.87,-0.09,,1.0
14.74,Kepler-67,0.778,G9V,,16.4,5331,14.155,0.865,0.012,14.34,1.0
,Kepler-680,1.11,,,,5890.0,,1.08,0.13,,1.0
,Kepler-681,0.76,,,,5021.0,,0.80,-0.04,,1.0
,Kepler-682,0.89,,,,5559.0,,0.92,-0.05,,1.0
,Kepler-683,0.95,,,,5703.0,,0.96,-0.03,,1.0
,Kepler-684,0.86,,,,5493.0,,0.89,-0.11,,1.0
,Kepler-685,1.16,,,,5963.0,,1.11,0.15,,1.0
,Kepler-686,0.92,,,,5649.0,,0.94,-0.07,,1.0
,Kepler-687,0.73,,,,4841.0,,0.77,-0.04,,1.0
,Kepler-688,0.96,,,,5715.0,,0.98,0.02,,1.0
,Kepler-689,0.88,,,,5518.0,,0.91,-0.01,,1.0
8.975,Kepler-68 A,1.243,G,10.73,9.997,5793,8.588,1.079,0.12,8.662,3.0
,Kepler-68 B,,,,,,,0.175,,,0.0
,Kepler-690,1.16,,,,5913.0,,1.11,0.19,,1.0
,Kepler-691,0.50,,,,3715.0,,0.53,0.04,,1.0
,Kepler-692,0.86,,,,5440.0,,0.90,-0.01,,1.0
,Kepler-693,0.72,,,,4881.0,,0.76,-0.10,,1.0
,Kepler-694,0.95,,,,5700.0,,0.97,0.00,,1.0
,Kepler-695,0.80,,,,5181.0,,0.84,-0.01,,1.0
,Kepler-696,1.08,,,,5903.0,,1.06,0.07,,1.0
,Kepler-697,0.88,,,,5513.0,,0.92,-0.01,,1.0
,Kepler-698,0.91,,,,5612.0,,0.94,-0.03,,1.0
,Kepler-699,0.78,,,,5330.0,,0.81,-0.26,,1.0
12.631,Kepler-69,0.93,G4V,,,5638,12.234,0.81,-0.29,12.284,2.0
12.001,Kepler-6,1.29,,13.3,,5640,11.634,1.05,0.34,11.706,1.0
13.935,Kepler-700,0.96,,,,5692.0,13.569,0.98,0.04,13.585,2.0
,Kepler-701,0.84,,,,5343.0,,0.88,0.00,,1.0
,Kepler-702,0.86,,,,5419.0,,0.90,0.00,,1.0
,Kepler-703,1.27,,,,6185.0,,1.18,0.05,,1.0
,Kepler-704,0.96,,,,5616.0,,0.97,0.09,,1.0
,Kepler-705,0.51,,,,3722.0,,0.53,0.07,,1.0
,Kepler-706,0.84,,,,5394.0,,0.87,-0.06,,1.0
,Kepler-707,0.76,,,,5099.0,,0.80,-0.12,,1.0
,Kepler-708,0.96,,,,5692.0,,0.97,0.01,,1.0
,Kepler-709,0.77,,,,5071.0,,0.80,-0.08,,1.0
,Kepler-710,0.91,,,,5611.0,,0.94,-0.04,,1.0
,Kepler-711,0.80,,,,5222.0,,0.84,-0.04,,1.0
,Kepler-712,0.78,,,,5148.0,,0.84,-0.03,,2.0
,Kepler-713,0.99,,,,5785.0,,0.98,-0.03,,1.0
,Kepler-714,1.12,,,,5995.0,,1.09,0.04,,1.0
,Kepler-715,1.04,,,,5871.0,,1.04,0.02,,1.0
,Kepler-716,0.78,,,,5099.0,,0.83,0.00,,1.0
,Kepler-717,0.85,,,,5485.0,,0.88,-0.12,,1.0
,Kepler-718,1.30,,,,6191.0,,1.18,0.06,,1.0
,Kepler-719,0.98,,,,5777.0,,0.99,-0.02,,1.0
13.927,Kepler-71,0.8870,,15.1,,5543.00,13.47,0.9230,,13.550,1.0
,Kepler-720,0.92,,,,5618.0,,0.95,0.00,,1.0
,Kepler-721,0.78,,,,5075.0,,0.82,-0.01,,1.0
,Kepler-722,1.05,,,,5863.0,,1.03,0.02,,2.0
,Kepler-723,0.89,,,,5539.0,,0.92,0.00,,1.0
,Kepler-724,0.86,,,,5437.0,,0.90,-0.02,,1.0
,Kepler-725,0.84,,,,5363.0,,0.88,-0.01,,1.0
,Kepler-726,0.85,,,,5452.0,,0.88,-0.09,,1.0
,Kepler-727,0.86,,,,5441.0,,0.89,-0.01,,1.0
,Kepler-728,0.93,,,,5660.0,,0.95,-0.03,,1.0
,Kepler-729,0.91,,,,5633.0,,0.94,-0.05,,1.0
,Kepler-730,1.01,,,,5726.0,,1.00,0.07,,1.0
,Kepler-731,1.06,,,,5849.0,,1.03,0.04,,1.0
,Kepler-732,0.46,,,,3631.0,,0.49,-0.01,,2.0
,Kepler-733,0.86,,,,5418.0,,0.90,0.01,,1.0
,Kepler-734,0.78,,,,5326.0,,0.85,-0.17,,1.0
,Kepler-735,0.80,,,,5107.0,,0.85,0.07,,1.0
,Kepler-736,0.81,,,,5217.0,,0.86,0.03,,1.0
,Kepler-737,0.48,,,,3813.0,,0.51,-0.24,,1.0
,Kepler-738,0.82,,,,5327.0,,0.86,-0.09,,1.0
,Kepler-739,0.90,,,,5601.0,,0.93,-0.08,,1.0
,Kepler-740,0.87,,,,5438.0,,0.91,0.03,,1.0
,Kepler-741,1.24,,,,6129.0,,1.16,0.07,,1.0
,Kepler-742,0.71,,,,4642.0,,0.76,0.07,,1.0
,Kepler-743,0.85,,,,5486.0,,0.94,0.01,,1.0
,Kepler-744,0.93,,,,5594.0,,0.94,0.00,,1.0
,Kepler-745,1.04,,,,5849.0,,1.04,0.06,,1.0
,Kepler-746,0.93,,,,5418.0,,0.91,0.09,,1.0
,Kepler-747,0.78,,,,5096.0,,0.82,-0.03,,1.0
,Kepler-748,1.10,,,,5934.0,,1.07,0.08,,1.0
,Kepler-749,0.75,,,,5009.0,,0.79,-0.11,,1.0
13.306,Kepler-74,1.12,F8V,14.5,14.23,6000,12.96,1.18,0.42,13.008,1.0
,Kepler-750,1.23,,,,6160.0,,1.15,0.03,,2.0
,Kepler-751,0.84,,,,5387.0,,0.87,-0.06,,1.0
,Kepler-752,0.83,,,,5373.0,,0.87,-0.08,,1.0
,Kepler-753,0.65,,,,4346.0,,0.68,-0.03,,1.0
,Kepler-754,1.08,,,,5935.0,,1.06,0.05,,1.0
,Kepler-755,0.77,,,,5043.0,,0.82,-0.01,,2.0
,Kepler-756,0.79,,,,5282.0,,0.82,-0.19,,1.0
,Kepler-757,1.13,,,,6014.0,,1.08,0.02,,1.0
,Kepler-758,1.42,,,,6228.0,,1.16,-0.10,,4.0
,Kepler-759,1.04,,,,5860.0,,1.04,0.06,,1.0
13.665,Kepler-75,0.89,K0V,16.2,,5200,13.118,0.91,0.30,13.262,1.0
,Kepler-760,0.85,,,,5322.0,,0.89,0.08,,2.0
,Kepler-761,0.93,,,,5706.0,,0.95,-0.09,,1.0
,Kepler-762,1.08,,,,5944.0,,1.06,0.02,,1.0
,Kepler-763,0.80,,,,5166.0,,0.84,0.01,,1.0
,Kepler-764,0.89,,,,5557.0,,0.92,-0.06,,1.0
,Kepler-765,1.06,,,,5901.0,,1.05,0.04,,1.0
,Kepler-766,1.15,,,,5992.0,,1.10,0.09,,1.0
,Kepler-767,0.94,,,,5694.0,,0.96,-0.05,,1.0
,Kepler-768,0.78,,,,5108.0,,0.82,-0.03,,1.0
,Kepler-769,1.28,,,,6186.0,,1.19,0.06,,2.0
12.343,Kepler-76,1.32,G2V,,,6409,12.092,1.20,-0.10,12.134,1.0
,Kepler-770,0.92,,,,5598.0,,0.94,-0.01,,3.0
,Kepler-771,1.05,,,,5906.0,,1.03,0.01,,1.0
,Kepler-772,1.11,,,,5714.0,,0.98,0.03,,1.0
,Kepler-773,1.01,,,,5850.0,,1.04,0.05,,1.0
,Kepler-774,2.42,,,,6403.0,,1.57,0.04,,1.0
,Kepler-775,0.84,,,,5468.0,,0.92,-0.04,,1.0
,Kepler-776,0.78,,,,5071.0,,0.83,0.05,,1.0
,Kepler-777,0.56,,,,4043.0,,0.58,-0.17,,1.0
,Kepler-778,0.77,,,,5102.0,,0.81,-0.09,,1.0
,Kepler-779,0.44,,,,3804.0,,0.46,-0.43,,1.0
12.758,Kepler-77,0.99,G5V,15.03,14.10,5520,12.361,0.95,0.20,12.444,1.0
,Kepler-780,1.02,,,,5769.0,,1.01,0.05,,1.0
,Kepler-781,0.78,,,,5162.0,,0.81,-0.10,,1.0
,Kepler-782,1.01,,,,5867.0,,0.98,-0.14,,1.0
,Kepler-783,0.89,,,,5521.0,,0.93,0.01,,1.0
,Kepler-784,1.32,,,,5674.0,,1.00,0.07,,1.0
,Kepler-785,0.71,,,,4739.0,,0.77,-0.02,,1.0
,Kepler-786,0.74,,,,4838.0,,0.81,0.09,,1.0
,Kepler-787,0.62,,,,4248.0,,0.65,-0.09,,1.0
,Kepler-788,1.23,,,,6159.0,,1.16,0.05,,1.0
,Kepler-789,1.02,,,,5870.0,,1.01,-0.06,,1.0
,Kepler-790,0.80,,,,5208.0,,0.84,-0.05,,1.0
,Kepler-791,1.47,,,,6383.0,,1.30,0.06,,1.0
,Kepler-792,1.12,,,,5971.0,,1.09,0.08,,1.0
,Kepler-793,0.97,,,,5745.0,,0.98,0.00,,1.0
,Kepler-794,1.38,,,,5839.0,,1.19,0.34,,1.0
,Kepler-795,0.96,,,,5631.0,,0.94,-0.02,,1.0
,Kepler-796,1.09,,,,5475.0,,0.93,0.09,,1.0
,Kepler-797,0.95,,,,5680.0,,0.96,-0.02,,1.0
,Kepler-798,1.29,,,,6224.0,,1.19,0.03,,1.0
,Kepler-799,0.93,,,,5681.0,,0.95,-0.07,,1.0
12.913,Kepler-79,1.403,,14.68,13.99,6189,12.61,1.1800,,12.653,4.0
11.833,Kepler-7,1.96,G0,13.4,,6027,11.535,1.32,0.10,11.601,1.0
,Kepler-800,0.82,,,,5315.0,,0.85,-0.09,,1.0
,Kepler-801,0.63,,,,4435.0,,0.67,-0.17,,1.0
,Kepler-802,0.90,,,,5507.0,,0.93,0.06,,1.0
,Kepler-803,1.12,,,,5919.0,,1.05,0.02,,1.0
,Kepler-804,1.05,,,,5817.0,,1.01,0.00,,2.0
,Kepler-805,1.65,,,,6112.0,,1.19,-0.06,,1.0
,Kepler-806,1.16,,,,5770.0,,0.99,0.00,,1.0
,Kepler-807,1.06,,,,5965.0,,1.04,-0.04,,1.0
,Kepler-808,0.71,,,,4653.0,,0.76,0.05,,1.0
,Kepler-809,0.98,,,,5734.0,,0.99,0.04,,1.0
12.954,Kepler-80,0.678,K5,,,4540,12.253,0.730,0.04,12.354,6.0
,Kepler-810,1.04,,,,5803.0,,1.03,0.10,,1.0
,Kepler-811,1.24,,,,5747.0,,1.01,0.05,,1.0
,Kepler-812,1.71,,,,6761.0,,1.45,0.02,,1.0
,Kepler-813,0.93,,,,5743.0,,0.95,-0.13,,1.0
,Kepler-814,1.22,,,,6162.0,,1.15,0.01,,1.0
,Kepler-815,3.42,,,,5028.0,,1.25,-0.03,,1.0
,Kepler-816,0.85,,,,5286.0,,0.90,0.16,,1.0
,Kepler-817,1.03,,,,5861.0,,1.03,0.02,,1.0
,Kepler-818,0.92,,,,5638.0,,0.94,-0.08,,1.0
,Kepler-819,0.81,,,,5279.0,,0.86,-0.06,,1.0
13.168,Kepler-81,0.595,,,,4500,12.392,0.6480,,12.577,3.0
,Kepler-820,1.36,,,,6260.0,,1.23,0.09,,1.0
,Kepler-821,0.80,,,,5191.0,,0.84,-0.03,,1.0
,Kepler-822,1.08,,,,5928.0,,1.06,0.04,,1.0
,Kepler-823,0.96,,,,5643.0,,0.98,0.06,,1.0
,Kepler-824,1.22,,,,6035.0,,1.15,0.14,,1.0
,Kepler-825,1.08,,,,5976.0,,1.03,-0.08,,2.0
,Kepler-826,1.15,,,,6079.0,,1.05,-0.12,,1.0
,Kepler-827,0.91,,,,5602.0,,0.93,-0.06,,1.0
,Kepler-828,0.77,,,,5039.0,,0.81,-0.02,,1.0
,Kepler-829,0.97,,,,5698.0,,0.98,0.03,,1.0
13.879,Kepler-82,0.945,,,,5428,13.518,0.9220,,13.527,4.0
,Kepler-830,1.11,,,,6037.0,,1.07,-0.02,,1.0
,Kepler-831,0.97,,,,5732.0,,0.99,0.02,,1.0
,Kepler-832,0.90,,,,5596.0,,0.92,-0.08,,1.0
,Kepler-833,0.62,,,,4339.0,,0.64,-0.18,,1.0
,Kepler-834,0.66,,,,4554.0,,0.70,-0.13,,1.0
,Kepler-835,1.11,,,,5954.0,,1.08,0.08,,1.0
,Kepler-836,1.04,,,,5895.0,,1.03,-0.01,,1.0
,Kepler-837,0.81,,,,5403.0,,0.85,-0.18,,1.0
,Kepler-838,0.96,,,,5770.0,,0.98,-0.06,,1.0
,Kepler-839,1.31,,,,6058.0,,1.22,0.29,,1.0
13.737,Kepler-83,0.594,,,,4648,12.947,0.6640,,13.079,3.0
,Kepler-840,1.06,,,,5920.0,,1.04,0.00,,1.0
,Kepler-841,0.81,,,,5324.0,,0.85,-0.09,,1.0
,Kepler-842,0.73,,,,4848.0,,0.78,-0.02,,1.0
,Kepler-843,1.03,,,,5830.0,,1.02,0.05,,1.0
,Kepler-844,0.57,,,,4128.0,,0.59,-0.24,,1.0
,Kepler-845,0.75,,,,4913.0,,0.79,0.01,,1.0
,Kepler-846,0.91,,,,5579.0,,0.94,0.00,,1.0
,Kepler-847,0.77,,,,4940.0,,0.83,0.15,,1.0
,Kepler-848,1.20,,,,5695.0,,1.01,0.15,,1.0
,Kepler-849,1.64,,,,6059.0,,1.23,0.12,,1.0
13.583,Kepler-84,1.169,,,,6031,13.193,1.0200,,13.234,5.0
,Kepler-850,1.09,,,,5932.0,,1.06,0.03,,1.0
,Kepler-851,0.85,,,,5455.0,,0.89,-0.07,,1.0
,Kepler-852,1.16,,,,6100.0,,1.19,0.22,,1.0
,Kepler-853,1.55,,,,6350.0,,1.30,0.07,,1.0
,Kepler-854,1.27,,,,6179.0,,1.17,0.04,,1.0
,Kepler-855,1.03,,,,5835.0,,1.03,0.06,,1.0
,Kepler-856,0.93,,,,5535.0,,0.96,0.12,,1.0
,Kepler-857,0.99,,,,5773.0,,0.99,0.02,,1.0
,Kepler-858,0.91,,,,5653.0,,0.96,-0.04,,1.0
,Kepler-859,0.77,,,,5020.0,,0.81,-0.02,,1.0
13.552,Kepler-85,0.893,,,,5436,13.083,0.9410,,13.192,4.0
,Kepler-860,1.06,,,,5836.0,,1.04,0.09,,1.0
,Kepler-861,0.78,,,,5047.0,,0.82,0.01,,1.0
,Kepler-862,0.84,,,,5333.0,,0.88,0.04,,1.0
,Kepler-863,0.95,,,,5678.0,,0.96,-0.03,,1.0
,Kepler-864,1.00,,,,5754.0,,1.00,0.04,,1.0
,Kepler-865,0.92,,,,5570.0,,0.93,-0.01,,1.0
,Kepler-866,0.71,,,,4751.0,,0.75,-0.07,,1.0
,Kepler-867,0.91,,,,5541.0,,0.92,-0.02,,1.0
,Kepler-868,0.89,,,,5614.0,,0.93,-0.08,,1.0
,Kepler-869,0.95,,,,5664.0,,0.97,0.02,,1.0
,Kepler-870,1.02,,,,5857.0,,1.01,-0.01,,1.0
,Kepler-871,1.14,,,,5993.0,,1.11,0.09,,1.0
,Kepler-872,1.08,,,,5902.0,,1.05,0.04,,1.0
,Kepler-873,1.27,,,,6163.0,,1.18,0.07,,1.0
,Kepler-874,1.13,,,,6020.0,,1.09,0.03,,1.0
,Kepler-875,1.11,,,,5958.0,,1.06,0.03,,1.0
