period,name,eccentricity,description,discoverymethod,periastrontime,lastupdate,semimajoraxis,mass,periastron,list,discoveryyear
153.979578000,Kepler-1567 b,,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",transit,,16/05/10,,,,Confirmed planets,2016
20.925392000,Kepler-1568 b,,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",transit,,16/05/10,,,,Confirmed planets,2016
5.791801560,Kepler-1569 b,,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",transit,,16/05/10,,,,Confirmed planets,2016
15.906801,Kepler-156 c,,"Kepler-156 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-156 c are still unknown, the object is highly unlikely to be a false positive.",transit,,14/02/26,,,,Confirmed planets,2014
4.973456,Kepler-156 b,,"Kepler-156 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-156 b are still unknown, the object is highly unlikely to be a false positive.",transit,,14/02/26,,,,Confirmed planets,2014
26.548955000,Kepler-1570 b,,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",transit,,16/05/10,,,,Confirmed planets,2016
3.385554880,Kepler-1571 b,,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",transit,,16/05/10,,,,Confirmed planets,2016
5.495486210,Kepler-1572 b,,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",transit,,16/05/10,,,,Confirmed planets,2016
2.615755400,Kepler-1573 b,,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",transit,,16/05/10,,,,Confirmed planets,2016
6.942433400,Kepler-1574 b,,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",transit,,16/05/10,,,,Confirmed planets,2016
2.553142130,Kepler-1575 b,,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",transit,,16/05/10,,,,Confirmed planets,2016
6.984719730,Kepler-1576 b,,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",transit,,16/05/10,,,,Confirmed planets,2016
6.305602470,Kepler-1577 b,,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",transit,,16/05/10,,,,Confirmed planets,2016
1.450886910,Kepler-1578 b,,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",transit,,16/05/10,,,,Confirmed planets,2016
0.849907890,Kepler-1579 b,,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",transit,,16/05/10,,,,Confirmed planets,2016
13.540500,Kepler-157 c,,"Kepler-157 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-157 c are still unknown, the object is highly unlikely to be a false positive.",transit,,14/02/26,,,,Confirmed planets,2014
1.732342,Kepler-157 b,,"Kepler-157 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-157 b are still unknown, the object is highly unlikely to be a false positive.",transit,,14/02/26,,,,Confirmed planets,2014
7.025734740,Kepler-157 d,,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",transit,,16/05/10,,,,Confirmed planets,2016
56.644927900,Kepler-1580 b,,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",transit,,16/05/10,,,,Confirmed planets,2016
6.283854910,Kepler-1581 b,,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",transit,,16/05/10,,,,Confirmed planets,2016
