declination,distance,name,rightascension,binaries,planets,stars
+39 22 13,,Kepler-818,19 44 56,0.0,1.0,1.0
+39 10 38,,Kepler-819,19 41 29,0.0,1.0,1.0
+42 49 29,410.38,Kepler-81,19 34 32,0.0,3.0,1.0
+39 13 14,,Kepler-820,19 24 05,0.0,1.0,1.0
+39 22 46,,Kepler-821,19 02 28,0.0,1.0,1.0
+39 33 01,,Kepler-822,19 29 06,0.0,1.0,1.0
+39 13 13,,Kepler-823,18 58 20,0.0,1.0,1.0
+39 43 55,,Kepler-824,19 21 55,0.0,1.0,1.0
+39 23 55,,Kepler-825,19 39 05,0.0,2.0,1.0
+39 14 26,,Kepler-826,18 59 26,0.0,1.0,1.0
+42 42 31,,Kepler-827,19 39 52,0.0,1.0,1.0
+42 28 17,,Kepler-828,19 07 33,0.0,1.0,1.0
+42 27 50,,Kepler-829,18 49 20,0.0,1.0,1.0
+42 57 58,927.97,Kepler-82,19 31 30,0.0,5.0,1.0
+42 45 25,,Kepler-830,19 40 13,0.0,1.0,1.0
+42 43 40,,Kepler-831,19 39 57,0.0,1.0,1.0
+45 23 02,,Kepler-832,19 43 42,0.0,1.0,1.0
+45 36 03,,Kepler-833,19 21 55,0.0,1.0,1.0
+45 10 49,,Kepler-834,19 08 13,0.0,1.0,1.0
+45 44 05,,Kepler-835,18 54 18,0.0,1.0,1.0
+45 42 16,,Kepler-836,19 09 49,0.0,1.0,1.0
+45 57 01,,Kepler-837,19 00 59,0.0,1.0,1.0
+45 58 34,,Kepler-838,19 01 45,0.0,1.0,1.0
+45 14 33,,Kepler-839,19 24 18,0.0,1.0,1.0
+43 39 56,619.67,Kepler-83,18 48 55,0.0,3.0,1.0
+49 27 26,,Kepler-840,19 46 02,0.0,1.0,1.0
+48 48 35,,Kepler-841,18 57 00,0.0,1.0,1.0
+49 39 13,,Kepler-842,19 29 19,0.0,1.0,1.0
+48 58 17,,Kepler-843,19 45 17,0.0,1.0,1.0
+48 46 27,,Kepler-844,19 11 26,0.0,1.0,1.0
+49 12 14,,Kepler-845,19 23 50,0.0,1.0,1.0
+49 02 46,,Kepler-846,19 08 14,0.0,1.0,1.0
+49 27 04,,Kepler-847,18 54 01,0.0,1.0,1.0
+48 48 42,,Kepler-848,19 33 09,0.0,1.0,1.0
+48 31 17,,Kepler-849,19 23 24,0.0,1.0,1.0
+40 29 45,1287.77,Kepler-84,19 53 00,0.0,5.0,1.0
+48 34 31,,Kepler-850,19 32 20,0.0,1.0,1.0
+49 08 25,,Kepler-851,19 38 43,0.0,1.0,1.0
+48 33 38,,Kepler-852,19 49 34,0.0,1.0,1.0
+49 06 37,,Kepler-853,18 55 45,0.0,1.0,1.0
+43 08 05,,Kepler-854,19 33 24,0.0,1.0,1.0
+43 32 15,,Kepler-855,19 40 23,0.0,1.0,1.0
+46 18 54,,Kepler-856,19 18 25,0.0,1.0,1.0
+43 24 02,,Kepler-857,19 38 32,0.0,1.0,1.0
+51 12 33,,Kepler-858,19 15 24,0.0,1.0,1.0
+43 11 24,,Kepler-859,19 06 58,0.0,1.0,1.0
+45 17 25,804.74,Kepler-85,19 23 53,0.0,4.0,1.0
+46 15 17,,Kepler-860,19 42 19,0.0,1.0,1.0
+46 13 35,,Kepler-861,19 29 25,0.0,1.0,1.0
+46 29 34,,Kepler-862,19 51 07,0.0,1.0,1.0
+43 14 56,,Kepler-863,19 50 39,0.0,1.0,1.0
+46 19 14,,Kepler-864,19 00 14,0.0,1.0,1.0
+43 31 39,,Kepler-865,19 50 54,0.0,1.0,1.0
+43 05 08,,Kepler-866,19 20 29,0.0,1.0,1.0
+51 14 59.93,,Kepler-867,19 09 08.475,0.0,1.0,1.0
+46 40 31,,Kepler-868,18 49 27,0.0,1.0,1.0
+50 59 39,,Kepler-869,19 17 42,0.0,1.0,1.0
+50 28 43,,Kepler-870,19 41 37,0.0,1.0,1.0
+43 22 05,,Kepler-871,19 38 07,0.0,1.0,1.0
+43 36 20,,Kepler-872,19 41 40,0.0,1.0,1.0
+51 16 17,,Kepler-873,19 45 37,0.0,1.0,1.0
+43 00 52,,Kepler-874,19 39 50,0.0,1.0,1.0
+43 08 31,,Kepler-875,19 49 12,0.0,1.0,1.0
+43 23 02,,Kepler-876,18 53 55,0.0,1.0,1.0
+46 31 22,,Kepler-877,19 19 26,0.0,1.0,1.0
+46 36 12,,Kepler-878,19 01 11,0.0,1.0,1.0
+50 54 35,,Kepler-879,19 43 14,0.0,1.0,1.0
+46 57 54,781.83,Kepler-87,19 51 40,0.0,2.0,1.0
+43 40 22,,Kepler-880,18 47 53,0.0,1.0,1.0
+46 40 15,,Kepler-881,19 15 58,0.0,1.0,1.0
+43 20 08,,Kepler-882,19 38 36,0.0,1.0,1.0
+50 18 01,,Kepler-883,19 05 44,0.0,1.0,1.0
+49 55 23,,Kepler-884,19 30 20,0.0,1.0,1.0
+49 44 14,,Kepler-885,19 14 39,0.0,1.0,1.0
+43 35 43,,Kepler-886,19 05 05,0.0,1.0,1.0
+39 49 01,,Kepler-887,19 20 22,0.0,2.0,1.0
+49 44 19,,Kepler-888,19 42 05,0.0,1.0,1.0
+50 45 34,,Kepler-889,19 25 52,0.0,1.0,1.0
+43 45 49,,Kepler-890,19 13 45,0.0,1.0,1.0
+40 21 19,,Kepler-891,19 24 20,0.0,1.0,1.0
+43 53 18,,Kepler-892,18 52 31,0.0,1.0,1.0
+43 54 47,,Kepler-893,18 59 51,0.0,1.0,1.0
+46 56 22,,Kepler-894,19 14 56,0.0,1.0,1.0
+51 24 32,,Kepler-895,19 17 10,0.0,1.0,1.0
+43 44 04,,Kepler-896,18 49 45,0.0,1.0,1.0
+51 41 45,,Kepler-897,19 22 21,0.0,1.0,1.0
+46 52 15,,Kepler-898,19 06 20,0.0,1.0,1.0
+40 40 51,,Kepler-899,19 49 56,0.0,1.0,1.0
+41 53 28,426.2,Kepler-89,19 49 19,0.0,4.0,1.0
+42 27 04,1330,Kepler-8,18 45 09,0.0,1.0,1.0
+46 59 56,,Kepler-900,19 44 43,0.0,1.0,1.0
+40 53 15,,Kepler-901,19 24 37,0.0,1.0,1.0
+46 57 14,,Kepler-902,19 18 56,0.0,1.0,1.0
+40 39 51,,Kepler-903,19 15 05,0.0,2.0,1.0
+40 23 21,,Kepler-904,19 15 17,0.0,1.0,1.0
+46 42 48,,Kepler-905,19 20 12,0.0,1.0,1.0
+40 07 32,,Kepler-906,19 25 37,0.0,1.0,1.0
+41 37 58,,Kepler-907,19 01 54,0.0,1.0,1.0
+39 22 35,,Kepler-908,19 41 17,0.0,1.0,1.0
+45 22 16,,Kepler-909,19 18 02,0.0,1.0,1.0
+49 18 18.58,869.5,Kepler-90,18 57 44.038,0.0,8.0,1.0
+42 44 35,,Kepler-910,19 44 11,0.0,1.0,1.0
+40 45 02,,Kepler-911,19 54 21,0.0,1.0,1.0
+41 45 30,,Kepler-912,19 52 27,0.0,1.0,1.0
+41 57 09,,Kepler-913,19 50 20,0.0,1.0,1.0
+44 53 58,,Kepler-914,19 21 39,0.0,1.0,1.0
+45 44 14,,Kepler-915,19 22 22,0.0,1.0,1.0
+45 58 24,,Kepler-916,19 23 56,0.0,1.0,1.0
+47 56 57,,Kepler-917,19 56 12,0.0,1.0,1.0
+48 16 04,,Kepler-918,19 52 48,0.0,1.0,1.0
+48 29 40,,Kepler-919,19 52 28,0.0,1.0,1.0
+44 07 00,1030,Kepler-91,19 02 41,0.0,2.0,1.0
+49 09 31,,Kepler-920,18 57 11,0.0,2.0,1.0
+49 11 27,,Kepler-921,18 58 28,0.0,1.0,1.0
+49 31 59.50,,Kepler-922,18 58 55.551,0.0,1.0,1.0
+40 03 19,,Kepler-923,19 36 41,0.0,1.0,1.0
+40 23 52,,Kepler-924,19 22 40,0.0,1.0,1.0
+40 29 26,,Kepler-925,19 20 26,0.0,1.0,1.0
+40 42 02,,Kepler-926,19 18 43,0.0,1.0,1.0
+41 23 34,,Kepler-927,19 17 32,0.0,1.0,1.0
+41 32 34,,Kepler-928,19 19 41,0.0,1.0,1.0
+41 36 55,,Kepler-929,19 53 55,0.0,1.0,1.0
+42 14 51,,Kepler-930,19 53 15,0.0,1.0,1.0
+42 46 06,,Kepler-931,19 48 32,0.0,1.0,1.0
+43 16 19,,Kepler-932,19 47 48,0.0,1.0,1.0
+43 32 19,,Kepler-933,19 18 16,0.0,1.0,1.0
+43 45 19,,Kepler-934,19 21 09,0.0,1.0,1.0
+46 37 09,,Kepler-935,19 40 05,0.0,1.0,1.0
+46 44 11,,Kepler-936,19 34 19,0.0,1.0,1.0
+46 42 53,,Kepler-937,19 36 41,0.0,2.0,1.0
+46 59 02,,Kepler-938,19 39 09,0.0,1.0,1.0
+47 01 37,,Kepler-939,19 35 28,0.0,1.0,1.0
+38 40 20.450,96.7,Kepler-93,19 25 40.3888,0.0,2.0,1.0
+47 16 34,,Kepler-940,19 36 58,0.0,1.0,1.0
+47 13 03,,Kepler-941,19 37 18,0.0,1.0,1.0
+44 08 59,,Kepler-942,19 39 49,0.0,1.0,1.0
+42 22 47,,Kepler-944,19 34 24,0.0,1.0,1.0
+42 05 46,,Kepler-945,19 25 05,0.0,1.0,1.0
+44 01 44,,Kepler-946,20 03 43,0.0,1.0,1.0
+42 15 10,,Kepler-947,19 37 28,0.0,1.0,1.0
+41 31 24,,Kepler-948,19 33 12,0.0,1.0,1.0
+46 27 13,,Kepler-949,19 54 26,0.0,1.0,1.0
+47 29 49,223.0,Kepler-94,18 44 47,0.0,2.0,1.0
+41 07 49,,Kepler-950,19 11 50,0.0,1.0,1.0
+38 06 52,,Kepler-951,19 10 57,0.0,1.0,1.0
+41 59 38,,Kepler-952,19 01 29,0.0,1.0,1.0
+44 37 28.34,240.000,Kepler-953,19 15 53.193,0.0,2.0,1.0
+47 56 22,,Kepler-954,19 43 26,0.0,1.0,1.0
+40 16 11,,Kepler-955,19 13 53,0.0,1.0,1.0
+49 03 42,,Kepler-956,19 30 07,0.0,1.0,1.0
+48 49 08,,Kepler-957,19 20 38,0.0,1.0,1.0
+46 04 00,,Kepler-958,19 09 02,0.0,1.0,1.0
+40 48 41,,Kepler-959,19 28 41,0.0,1.0,1.0
+44 23 52,456.3,Kepler-95,18 57 56,0.0,1.0,1.0
+46 44 47,,Kepler-960,18 45 50,0.0,1.0,1.0
+43 37 53,,Kepler-961,18 48 09,0.0,1.0,1.0
+46 14 15,,Kepler-962,19 41 15,0.0,1.0,1.0
+45 02 28,,Kepler-963,19 47 01,0.0,1.0,1.0
+40 33 24,,Kepler-964,19 41 12,0.0,1.0,1.0
+41 53 28,,Kepler-965,19 54 04,0.0,1.0,1.0
+50 07 19,,Kepler-966,19 49 05,0.0,1.0,1.0
+38 24 19,,Kepler-967,19 06 14,0.0,2.0,1.0
+50 06 43,,Kepler-968,19 02 25,0.0,2.0,1.0
+47 56 01,,Kepler-969,19 13 29,0.0,2.0,1.0
+40 31 30,128.0,Kepler-96,19 48 17,0.0,1.0,1.0
+40 42 31,,Kepler-970,19 18 30,0.0,1.0,1.0
+41 10 58,,Kepler-971,18 56 23,0.0,1.0,1.0
+43 25 32,,Kepler-972,19 43 19,0.0,1.0,1.0
+49 55 26,,Kepler-973,19 20 40,0.0,1.0,1.0
+38 29 43,,Kepler-975,19 22 12,0.0,1.0,1.0
+46 43 47,,Kepler-976,19 19 29,0.0,1.0,1.0
+42 14 54,,Kepler-977,19 26 04,0.0,1.0,1.0
+43 02 36,,Kepler-978,19 06 51,0.0,1.0,1.0
+46 24 30,,Kepler-979,20 01 29,0.0,1.0,1.0
+48 40 24,414.4,Kepler-97,19 09 18,0.0,2.0,1.0
+45 03 37,,Kepler-980,19 38 27,0.0,1.0,1.0
+47 39 00,,Kepler-981,19 16 59.7,0.0,1.0,1.0
+46 35 26,,Kepler-982,19 13 40,0.0,1.0,1.0
+45 00 29,,Kepler-983,19 00 25,0.0,1.0,1.0
+46 23 39,,Kepler-984,19 47 50,0.0,1.0,1.0
+44 02 59.83,,Kepler-985,19 20 34.634,0.0,1.0,1.0
+42 53 47,,Kepler-986,19 32 23,0.0,1.0,1.0
+46 07 51,,Kepler-987,19 17 39,0.0,1.0,1.0
+42 14 14,,Kepler-988,19 22 50,0.0,1.0,1.0
+47 14 01,,Kepler-989,18 46 20,0.0,1.0,1.0
+37 57 52,437.2,Kepler-98,19 02 39,0.0,1.0,1.0
+46 52 53,,Kepler-990,19 51 45,0.0,2.0,1.0
+49 37 36,,Kepler-991,19 48 22,0.0,1.0,1.0
+47 38 30,,Kepler-992,18 57 43,0.0,1.0,1.0
+44 23 41,,Kepler-993,19 30 27,0.0,1.0,1.0
+47 24 25,,Kepler-994,19 16 17,0.0,1.0,1.0
+39 07 52,,Kepler-995,18 58 28,0.0,1.0,1.0
+41 32 01,,Kepler-996,19 27 39,0.0,1.0,1.0
+49 56 20,,Kepler-997,19 16 56,0.0,1.0,1.0
+49 12 31,,Kepler-998,19 47 01,0.0,1.0,1.0
+46 11 54,,Kepler-999,19 58 39,0.0,1.0,1.0
+41 18 00,221.3,Kepler-99,19 49 25,0.0,1.0,1.0
+38 24 03,650,Kepler-9,19 02 17,0.0,3.0,1.0
+46 59 04.16,,KIC 10001893,19 09 33.405,0.0,3.0,1.0
+46 56 04,,KIC 10024862,19 47 13,0.0,1.0,1.0
+47 46 16.28,,KIC 10525077,19 09 30.737,0.0,2.0,1.0
+48 23 28,66.5,KIC 10905746,18 54 31,0.0,1.0,1.0
+51 30 17.00,,KIC 12557548,19 23 51.891,0.0,1.0,1.0
+38 36 18.68,,KIC 3558849,19 39 47.962,0.0,2.0,1.0
+40 14 06,,KIC 5095269(AB),19 22 12,0.0,1.0,1.0
+40 39 04.90,1322.4,KIC 5437945,19 13 53.962,0.0,2.0,1.0
+41 13 22.91,,KIC 5951458,19 15 57.979,0.0,1.0,1.0
+41 32 06,2472.8,KIC 6185331,18 57 06,0.0,1.0,1.0
+42 43 16.52,406,KIC 7177553,18 52 02.914,3.0,1.0,4.0
+43 37 57,,KIC 7917485,19 57 44,0.0,1.0,1.0
+43 51 51,,KIC 8012732,18 58 55,0.0,1.0,1.0
+44 26 54.28,124.8,KIC 8435766,19 34 57.989,0.0,1.0,1.0
+44 41 40.52,,KIC 8540376,18 49 30.607,0.0,2.0,1.0
+45 54 13,,KIC 9413313,19 41 40,0.0,1.0,1.0
+46 22 42,500,KIC 9632895,18 52 58,1.0,1.0,2.0
+46 19 43.32,,KIC 9663113,19 48 10.901,0.0,2.0,1.0
-29 05 13,6300.00,KMT-2016-BLG-0212L,17 53 45,0.0,1.0,1.0
-24 51 28,6600.00,KMT-2016-BLG-1397L,18 10 40,0.0,1.0,1.0
-29 31 01,6260.00,KMT-2016-BLG-1820L,17 55 04,0.0,1.0,1.0
-30 02 27,7100.00,KMT-2016-BLG-1836L,17 53 00,0.0,1.0,1.0
-28 08 01,4530.00,KMT-2017-BLG-0165L,17 58 36,0.0,1.0,1.0
-27 59 05,3380.00,KMT-2018-BLG-0029L,17 37 53,0.0,1.0,1.0
-33 31 14,3460.00,KMT-2018-BLG-1292L,17 33 43,0.0,1.0,1.0
-22 09 09,967.00,KMT-2018-BLG-1990L,17 53 44,0.0,1.0,1.0
+38 38 20.9,,KOI-1194,19 35 13.07,0.0,3.0,1.0
+44 55 38,900,KOI-1257,19 24 54,1.0,1.0,2.0
+48 17 09.2,870,KOI-1299,19 33 07.73,1.0,2.0,2.0
+41 00 40,403.99,KOI-12,19 49 49,0.0,2.0,1.0
+46 40 06,1950,KOI-135,19 00 58,0.0,1.0,1.0
+40 40 09,385,KOI-142,19 24 35,0.0,3.0,1.0
+51 11 05.2,,KOI-1474,19 41 40.30,0.0,2.0,1.0
+40 37 06,1168.99,KOI-1599,19 53 30,0.0,2.0,1.0
+48 25 23,89,KOI-1612,18 59 08.6,0.0,1.0,1.0
+46 59 18,887.81,KOI-1783,19 17 22,0.0,2.0,1.0
+46 23 28,725,KOI-183,19 31 25,0.0,1.0,1.0
+40 13 14.7,,KOI-1843,19 00 03.14,0.0,3.0,1.0
+39 13 38.2,,KOI-1860,19 26 13.67,0.0,4.0,1.0
+40 00 30,1680.75,KOI-1873,19 43 14,0.0,2.0,1.0
+40 34 04,650,KOI-188,19 21 26,0.0,1.0,1.0
+49 47 51.18,,KOI-1894,19 49 26.232,0.0,1.0,1.0
+43 42 18,1100,KOI-192,19 13 01,0.0,1.0,1.0
+49 28 24,880,KOI-195,19 17 44,0.0,1.0,1.0
+42 21 00.56,,KOI-201,19 08 31.338,0.0,1.0,1.0
+40 58 38.18,1870,KOI-206,19 50 22.473,0.0,1.0,1.0
+42 46 46.9,,KOI-2113,19 35 17.83,0.0,2.0,1.0
+48 58 39,263.40,KOI-2672,19 44 31,0.0,2.0,1.0
+44 46 30.32,,KOI-2700,19 48 00.852,0.0,1.0,1.0
+41 33 47,367.56,KOI-285,19 16 21,0.0,3.0,1.0
+40 39 22.23,,KOI-2939,19 52 36.021,2.0,1.0,3.0
+43 17 34,114.07,KOI-314,19 21 31,0.0,3.0,1.0
+48 14 39.7,,KOI-341,19 51 50.78,0.0,2.0,1.0
+45 18 34.81,,KOI-3680,19 33 07.574,0.0,1.0,1.0
+37 51 36.63,,KOI-3681,19 30 30.582,0.0,2.0,1.0
+42 05 12,1200,KOI-368,19 23 25,0.0,1.0,1.0
+44 31 44,589.92,KOI-370,19 25 33,0.0,2.0,1.0
+41 52 00.3,,KOI-372,19 56 29.39,0.0,2.0,1.0
+46 02 04,1200,KOI-423,19 47 50,0.0,1.0,1.0
+47 31 36,2468.5,KOI-428,19 47 15,0.0,1.0,1.0
+39 16 26.7,240,KOI-4427,19 40 28.13,0.0,1.0,1.0
+45 03 11,1387.37,KOI-523,19 04 11,0.0,2.0,1.0
+41 05 34,1180,KOI-55,19 45 25,0.0,2.0,1.0
+43 11 50.21,2070,KOI-680,19 29 08.959,0.0,1.0,1.0
+38 56 50,924.9,KOI-806,19 01 08,0.0,3.0,1.0
+40 34 39,720,KOI-830,19 22 20,0.0,1.0,1.0
+43 48 51.43,606.8,KOI-89,19 59 17.084,0.0,2.0,1.0
-60 03 55,25.17,L 168-9,23 20 08,0.0,1.0,1.0
-68 18 47,10.62,L 98-59,08 18 08,0.0,3.0,1.0
+35 58 11.568,2.55,Lalande 21185,11 03 20.1940,0.0,1.0,1.0
-15 16 16.7,12.47,LHS 1140,00 44 59.31,0.0,1.0,1.0
-55 18 47,29.87,LHS 1815,06 04 20,0.0,1.0,1.0
+22 21 03.48,145,LkCa 15,04 39 17.796,0.0,3.0,1.0
-16 24 22,26.49,LP 791-18,11 02 46,0.0,2.0,1.0
-16 35 36,6.87,LTT 1445 A,03 01 51,0.0,1.0,1.0
-11 43 04,21.98,LTT 3780,10 18 35,0.0,2.0,1.0
-42 58 41.5,2000,Lupus-TR 3,15 30 18.7,0.0,1.0,1.0
-66 06 50,171.54,MASCARA-4,09 50 19,0.0,1.0,1.0
-27 09 00.27,660,MOA-2007-BLG-192L,18 08 03.798,0.0,1.0,1.0
-29 13 26.95,5800,MOA-2007-BLG-400L,18 09 41.98,0.0,1.0,1.0
-34 46 40.99,770,MOA-2008-BLG-310L,17 54 14.530,0.0,1.0,1.0
-30 11 48.95,3300,MOA-2008-BLG-379L,17 58 49.44,0.0,1.0,1.0
-35 00 19.48,3040,MOA-2009-BLG-266L,17 48 05.95,0.0,1.0,1.0
-26 49 10.89,6100,MOA-2009-BLG-319L,18 06 58.13,0.0,1.0,1.0
-33 59 25,5690.00,MOA-2009-BLG-387L,17 53 51,0.0,1.0,1.0
-26 31 22.544,2800,MOA-2010-BLG-073L,18 10 11.342,0.0,1.0,1.0
-25 20 40.7,3500,MOA-2010-BLG-117L,18 07 49.67,0.0,1.0,1.0
-25 57 04.27,6000,MOA-2010-BLG-311L,18 08 49.98,0.0,1.0,1.0
-30 43 54.63,810,MOA-2010-BLG-328L,17 57 59.12,0.0,1.0,1.0
-27 17 35.64,7170,MOA-2010-BLG-353L,18 05 12.94,0.0,1.0,1.0
-31 27 16.12,2300,MOA-2010-BLG-477L,18 06 07.44,0.0,1.0,1.0
-29 12 48.3,7380,MOA-2011-BLG-028L,18 03 24.96,0.0,1.0,1.0
-31 14 43,7000.00,MOA-2011-BLG-262L,18 00 23,0.0,1.0,1.0
-29 10 14,4400.00,MOA-2011-BLG-291L,17 55 28,0.0,1.0,1.0
-28 28 36.65,7700,MOA-2011-BLG-293L,17 55 39.350,0.0,1.0,1.0
-27 13 15.4,7560,MOA-2011-BLG-322L,18 04 53.6,0.0,1.0,1.0
-29 06 31.6,5300,MOA-2012-BLG-006L,18 01 46.31,0.0,1.0,1.0
-29 32 40.78,4500,MOA-2013-BLG-220L,18 03 56.470,0.0,1.0,1.0
-29 23 53.66,3600,MOA-2013-BLG-605L,17 58 42.85,0.0,1.0,1.0
-28 10 13,7100.00,MOA-2015-BLG-337L,18 07 48,0.0,1.0,1.0
-27 42 51.43,6500,MOA-2016-BLG-227L,18 05 53.70,0.0,1.0,1.0
-29 45 02,6800.00,MOA-2016-BLG-319L,17 54 58,0.0,1.0,1.0
-29 47 38.3,5100,MOA-bin-1L,17 51 10.20,0.0,1.0,1.0
-29 44 12,7120.00,MOA-bin-29,17 57 30,0.0,1.0,1.0
-51 50 02,15.3,mu Arae,17 44 08,0.0,4.0,1.0
+26 00 25.0319,38.05,mu Leo,09 52 45.81654,0.0,1.0,1.0
-13 54 23.952,766,NGC 2423 3,07 37 09.2328,0.0,1.0,1.0
-61 49 11.888,2200,NGC 4349 No 127,12 24 35.4685,0.0,1.0,1.0
-25 35 41.63,325,NGTS-10,06 07 29.347,0.0,1.0,1.0
-14 25 09,191.46,NGTS-11,01 34 05,0.0,1.0,1.0
-36 37 50.83,224,NGTS-1,05 30 51.45,0.0,1.0,1.0
-31 12 06.68,360.3,NGTS-2,14 20 29.5,0.0,1.0,1.0
-35 42 23.02,760.3,NGTS-3,06 17 46.752,1.0,1.0,2.0
-30 48 42.49,282.6,NGTS-4,05 58 23.76,0.0,1.0,1.0
+05 36 19.35,309.5,NGTS-5,14 44 13.984,0.0,1.0,1.0
-30 23 57.64,311.042,NGTS-6,05 03 10.9,0.0,1.0,1.0
-14 04 06,434.28,NGTS-8,21 55 54,0.0,1.0,1.0
-19 20 50,619.74,NGTS-9,09 27 41,0.0,1.0,1.0
+12 54 47,500,NN Ser,15 52 56,1.0,2.0,2.0
+04 37 56,570,NSVS 14256825,20 20 00,1.0,1.0,2.0
-77 23 24.1563,22.10,nu Oct,21 41 28.64977,1.0,1.0,2.0
-09 46 25,46.20,nu Oph,17 59 02,0.0,2.0,1.0
-02 01 49,613.18,NY Virginis,13 38 48,1.0,2.0,2.0
-28 53 42.0,5800,OGLE-2003-BLG-235L,18 05 16.35,0.0,1.0,1.0
-34 40 23.5,3200,OGLE-2005-BLG-071L,17 50 09.77,0.0,1.0,1.0
-30 43 57.6,4100,OGLE-2005-BLG-169L,18 06 05.32,0.0,1.0,1.0
-30 22 38.3,6600,OGLE-2005-BLG-390L,17 54 .19,0.0,1.0,1.0
-30 05 15.7,1510,OGLE-2006-BLG-109L,17 52 34.55,0.0,2.0,1.0
-26 25 19.0,2760,OGLE-2007-BLG-349L,18 05 24.43,1.0,1.0,2.0
-32 14 14.7,5900,OGLE-2007-BLG-368L,17 56 25.96,0.0,1.0,1.0
-34 43 35.6,8100,OGLE-2008-BLG-092L,17 47 29.42,1.0,1.0,2.0
-30 45 34.1,6800,OGLE-2008-BLG-355L,17 59 08.81,0.0,1.0,1.0
-28 14 02,6100.00,OGLE-2011-BLG-0173L,17 57 16,0.0,1.0,1.0
-27 08 10.1,2570,OGLE-2011-BLG-0251L,17 38 14.18,0.0,1.0,1.0
-27 23 40.3,4380,OGLE-2011-BLG-0265L,17 57 47.72,0.0,1.0,1.0
-27 08 33.9,4019,OGLE-2012-BLG-0026L,17 34 18.70,0.0,2.0,1.0
-24 15 39.6,1760,OGLE-2012-BLG-0358L,17 42 46.77,0.0,1.0,1.0
-30 28 16.2,4970,OGLE-2012-BLG-0406L,17 53 18.17,0.0,1.0,1.0
-27 42 43.2,1300,OGLE-2012-BLG-0563L,18 05 57.72,0.0,1.0,1.0
-29 49 06.7,6700,OGLE-2012-BLG-0724L,17 55 52.39,0.0,1.0,1.0
-25 42 42,6320.00,OGLE-2012-BLG-0838L,18 12 01,0.0,1.0,1.0
-29 43 53.7,3000,OGLE-2012-BLG-0950L,18 08 04.62,0.0,1.0,1.0
-31 41 26.1,3040,OGLE-2013-BLG-0102L,17 52 07.08,0.0,1.0,1.0
-28 25 15.7,3900,OGLE-2013-BLG-0132L,17 59 03.51,0.0,1.0,1.0
-29 50 46.0,911,OGLE-2013-BLG-0341L,17 52 07.49,1.0,1.0,2.0
-27 26 53.2,490,OGLE-2013-BLG-0723L,17 34 40.51,1.0,1.0,2.0
-29 15 14,3220.00,OGLE-2013-BLG-0911L,17 55 32,0.0,1.0,1.0
-30 17 33.7,6300,OGLE-2013-BLG-1721L,17 52 30.37,0.0,1.0,1.0
-28 53 42.98,6900,OGLE-2013-BLG-1761L,17 53 38.28,0.0,1.0,1.0
-28 23 46.5,4100,OGLE-2014-BLG-0124L,18 02 29.21,0.0,1.0,1.0
-30 32 54.20,2220,OGLE-2014-BLG-0676L,17 52 24.50,0.0,1.0,1.0
-31 28 08.6,6400,OGLE-2014-BLG-1722L,17 55 00.57,0.0,2.0,1.0
-28 57 47.37,6860,OGLE-2014-BLG-1760L,17 57 38.16,0.0,1.0,1.0
-28 01 54.1,8200,OGLE-2015-BLG-0051L,17 58 39.01,0.0,1.0,1.0
-28 39 39.2,1200,OGLE-2015-BLG-0954L,18 00 44.24,0.0,1.0,1.0
-29 02 49.6,3300,OGLE-2015-BLG-0966L,17 55 01.02,0.0,1.0,1.0
-32 37 59,4230.00,OGLE-2015-BLG-1649L,18 04 49,0.0,1.0,1.0
-28 33 07,6700.00,OGLE-2015-BLG-1670L,17 52 38,0.0,1.0,1.0
-28 51 46,7070.00,OGLE-2015-BLG-1771L,17 55 12,0.0,1.0,1.0
-31 49 07.0,6500,OGLE-2016-BLG-0263L,17 59 34.9,0.0,1.0,1.0
-28 06 58.2,3410,OGLE-2016-BLG-0613L,17 57 02.50,1.0,1.0,2.0
-27 00 46,3730.00,OGLE-2016-BLG-1067L,18 12 49,0.0,1.0,1.0
-27 36 48.8,6800,OGLE-2016-BLG-1190L,17 58 52.30,0.0,1.0,1.0
-30 12 26.1,3910,OGLE-2016-BLG-1195L,17 55 23.50,0.0,1.0,1.0
-33 45 35,,OGLE-2016-BLG-1227L,17 42 23,0.0,1.0,1.0
-29 16 16.9,4705,OGLE-2017-BLG-0173L,17 51 52.95,0.0,1.0,1.0
-31 57 06.2,5915,OGLE-2017-BLG-0373L,17 57 19.06,0.0,1.0,1.0
-29 51 47,5200.00,OGLE-2017-BLG-0406L,17 55 60,0.0,1.0,1.0
-30 31 42.1,5800,OGLE-2017-BLG-0482L,17 56 11.73,0.0,1.0,1.0
-24 31 21.6,7100,OGLE-2017-BLG-1140L,17 47 31.93,0.0,1.0,1.0
-30 14 44.6,860,OGLE-2017-BLG-1434L,17 53 07.29,0.0,1.0,1.0
-28 27 43.1,7490,OGLE-2017-BLG-1522L,18 01 16.65,0.0,1.0,1.0
-29 11 57,5650.00,OGLE-2018-BLG-0596L,17 56 13,0.0,1.0,1.0
-32 00 60,7580.00,OGLE-2018-BLG-0677L,17 55 00,0.0,1.0,1.0
-29 50 09,3200.00,OGLE-2018-BLG-0740L,18 08 42,0.0,1.0,1.0
-29 04 58,7100.00,OGLE-2018-BLG-1011L,17 56 03,0.0,2.0,1.0
-28 31 43,7600.00,OGLE-2018-BLG-1700L,17 59 49,0.0,1.0,1.0
