temperature,magV,mass,spectraltype,magJ,radius,magB,magH,magK,metallicity,name,planets
5788,,,,13.322,0.722,,12.921,12.78,,Kepler-362,2.0
5593,,1.0700,,12.111,1.485,,11.755,11.697,,Kepler-363,3.0
6108,,1.2000,,12.676,1.284,,12.419,12.388,,Kepler-364,2.0
6012,,,,13.484,1.048,,13.155,13.14,,Kepler-365,2.0
6209,,1.1000,,13.708,1.048,,13.385,13.35,,Kepler-366,2.0
4710,,0.6770,,11.243,0.695,,10.752,10.674,,Kepler-367,2.0
5502,,0.9700,,11.600,2.019,,11.229,11.175,,Kepler-368,2.0
3591,,0.4700,,13.247,0.471,,12.594,12.395,,Kepler-369,2.0
5911.0,11.94,1.071,,11.124,1.619,12.66,10.850,10.788,,Kepler-36,2.0
5852,,,,13.977,0.900,,13.65,13.55,,Kepler-370,2.0
5666,,,,12.701,0.992,,12.356,12.344,,Kepler-371,2.0
6509,,1.2020,,13.878,1.137,,13.56,13.56,,Kepler-372,3.0
5787,,0.9780,,13.280,0.845,,12.90,12.86,,Kepler-373,2.0
5977,,1.0300,,13.503,0.911,,13.181,13.14,,Kepler-374,3.0
5826,,0.9850,,14.54,0.837,,14.09,14.08,,Kepler-375,2.0
5900,,1.1400,,12.697,1.175,,12.384,12.320,,Kepler-376,2.0
5949,,1.1040,,12.801,1.224,,12.474,12.469,,Kepler-377,2.0
4661,,0.6660,,10.846,0.671,,10.317,10.201,,Kepler-378,2.0
6054,,1.1100,,12.341,1.306,,12.092,12.005,,Kepler-379,2.0
5417,9.77,0.803,,8.356,0.770,10.45,8.000,7.942,-0.32,Kepler-37,4.0
6045,,1.1100,,12.614,1.224,,12.350,12.289,,Kepler-380,2.0
6152,10.47,1.3780,,9.721,1.568,11.08,9.547,9.504,,Kepler-381,2.0
5600,,0.8740,,13.403,0.945,,12.953,12.890,,Kepler-382,2.0
4710,,0.6690,,13.367,0.672,,12.807,12.674,,Kepler-383,2.0
5577,,0.9940,,12.419,0.882,,12.082,12.038,,Kepler-384,2.0
6326,,1.1000,,14.156,1.126,,13.851,13.819,,Kepler-385,2.0
5178,,0.7810,,14.18,0.767,,13.75,13.61,,Kepler-386,2.0
5774,,1.1300,,12.909,1.046,,12.608,12.536,,Kepler-387,2.0
4498,,0.6350,,13.261,0.586,,12.657,12.544,,Kepler-388,2.0
5376,,,,14.417,0.792,,13.903,13.896,,Kepler-389,2.0
,,0.949,,,1.757,,,,,Kepler-38 A,0.0
,,0.249,,,0.2724,,,,,Kepler-38 B,0.0
5166,,0.8440,,12.584,0.776,,12.194,12.075,,Kepler-390,2.0
4940,,,,11.564,3.569,,11.072,10.970,,Kepler-391,2.0
5938,,,,12.414,1.129,,12.151,12.121,,Kepler-392,2.0
6189,,1.3800,,12.325,1.382,,12.087,11.995,,Kepler-393,2.0
6402,,1.1700,,13.724,1.132,,13.436,13.384,,Kepler-394,2.0
4262,,0.5470,,13.818,0.556,,13.131,12.948,,Kepler-395,2.0
5307,,0.8440,,14.587,0.767,,14.123,13.900,,Kepler-397,2.0
4493,,0.6490,,11.514,0.613,,10.932,10.794,,Kepler-398,3.0
5502,,0.9270,,13.175,0.680,,12.779,12.698,,Kepler-399,3.0
5886,,1.0300,,12.566,1.145,,12.289,12.296,,Kepler-400,2.0
6117,,,,12.277,1.333,,12.06,11.987,,Kepler-401,3.0
6090,,,,12.303,1.264,,12.082,11.993,,Kepler-402,4.0
6090,,,,11.830,1.329,,11.575,11.537,,Kepler-403,3.0
5654,,0.9250,,13.908,0.884,,13.527,13.477,,Kepler-404,2.0
5818,,1.0200,,14.543,0.893,,14.172,14.056,,Kepler-405,2.0
5538,,1.07,,11.340,1.07,,11.035,10.970,0.18,Kepler-406,2.0
5476,,1.00,,11.332,1.01,,10.983,10.911,0.33,Kepler-407,2.0
5460,9.64,0.92,,8.200,0.89,10.36,7.838,7.768,0.08,Kepler-409,1.0
6273,,1.214,,,1.352,,,,,Kepler-410 A,1.0
4850,,,,,,,,,,Kepler-410 B,0.0
,,0.87,K2V,10.641,0.82,,10.161,10.062,,Kepler-411,4.0
5750,13.73,1.167,G3V,13.190,1.287,14.41,12.93,12.84,0.27,Kepler-412,1.0
4700,,0.82,,,0.7761,,,,-0.2,Kepler-413 A,0.0
3463,,0.5423,,,0.484,,,,,Kepler-413 B,0.0
6029,,1.29,,13.493,1.60,,13.24,13.10,0.31,Kepler-418,1.0
5620,,1.12,G2V,13.262,1.02,,12.938,12.892,0.29,Kepler-41,1.0
5308,5.9,0.794,,12.009,0.757,,11.619,11.535,-0.25,Kepler-421,1.0
5972,,1.15,,12.357,1.24,,12.126,12.041,0.23,Kepler-422,1.0
5460,,1.01,,12.905,0.94,,12.60,12.470,0.44,Kepler-424,2.0
,16.124,0.13,M3V,12.177,0.17,17.96,11.685,11.465,-0.3,Kepler-42,3.0
5884,,1.166,,12.743,1.485,,12.486,12.391,,Kepler-430,2.0
6004,,1.071,,10.945,1.092,,10.678,10.649,,Kepler-431,3.0
5970,,1.198,,13.400,1.38,,13.035,13.039,0.35,Kepler-434,1.0
4651,,0.729,,14.083,0.697,,13.490,13.333,0.01,Kepler-436,2.0
4551,,0.707,,12.564,0.680,,11.965,11.847,0.00,Kepler-437,1.0
3748,,0.544,,12.130,0.520,,11.449,11.199,0.16,Kepler-438,1.0
5431,,0.884,,13.344,0.866,,12.955,12.919,0.02,Kepler-439,1.0
4134,,0.575,,12.960,0.559,,12.323,12.121,-0.30,Kepler-440,1.0
4340,,0.0572,,13.040,0.550,,12.403,12.288,-0.57,Kepler-441,1.0
4402,,0.609,,13.233,0.598,,12.581,12.488,-0.37,Kepler-442,1.0
4723,,0.738,,14.365,0.706,,13.802,13.815,-0.01,Kepler-443,1.0
5046,8.86,0.758,K0V,7.244,0.752,6.67,6.772,6.703,-0.55,Kepler-444 A,5.0
3464,,0.29,M,,,,,9.67,,Kepler-444 B,0.0
,,0.25,M,,,,,9.97,,Kepler-444 C,0.0
3157,,0.18,M4,13.542,0.21,,12.929,12.610,0.27,Kepler-445,3.0
3359,,0.22,M4,13.591,0.24,,13.075,12.827,-0.30,Kepler-446,3.0
5493,,0.764,G8V,11.211,0.872,,10.879,10.806,0.07,Kepler-447,1.0
5588,,0.969,,10.088,1.570,,,9.701,,Kepler-449 A,2.0
,,,,,,,,9.801,,Kepler-449 B,0.0
5800,,1.12,G2IV,13.340,1.35,14.7,12.969,12.88,0.42,Kepler-44,1.0
,,1.346,,,1.570,,,,,Kepler-450 A,3.0
,,,,,,,,,,Kepler-450 B,0.0
5757,,1.037,,,1.11,,,,0.21,Kepler-452,1.0
5687,11.57,1.028,,10.357,1.066,,10.021,9.968,0.27,Kepler-454,3.0
3820,16.88,0.59,M,13.749,0.55,,13.077,12.89,0.08,Kepler-45,1.0
5634.0,,0.98,,,0.91,,,,0.04,Kepler-461,1.0
5661.0,,0.87,,,0.90,,,,-0.28,Kepler-463,1.0
5933.0,,1.21,,,1.59,,,,0.19,Kepler-464,1.0
6310.0,,1.23,,,1.29,,,,0.09,Kepler-465,1.0
5927.0,,1.04,,,1.05,,,,-0.01,Kepler-466,2.0
5809.0,,1.05,,,1.37,,,,0.06,Kepler-467,1.0
5498.0,,0.96,,,0.87,,,,0.10,Kepler-468,1.0
5892.0,,1.14,,,1.53,,,,0.14,Kepler-469,1.0
5309,,0.8200,,13.814,0.790,,13.436,13.347,0.410,Kepler-46,3.0
6613.0,,1.40,,,1.66,,,,0.04,Kepler-470,1.0
6733.0,,1.49,,,1.80,,,,0.07,Kepler-471,1.0
4996.0,,0.85,,,0.78,,,,0.16,Kepler-472,1.0
5816.0,,1.06,,,1.34,,,,0.12,Kepler-473,1.0
5785.0,,0.99,,,1.08,,,,-0.01,Kepler-474,1.0
5009.0,,0.86,,,0.79,,,,0.21,Kepler-475,1.0
5837.0,,1.03,,,1.09,,,,0.04,Kepler-476,1.0
5240.0,,0.87,,,0.79,,,,-0.04,Kepler-477,1.0
5210.0,,0.85,,,0.80,,,,-0.03,Kepler-478,1.0
5247.0,,0.86,,,0.81,,,,-0.02,Kepler-479,1.0
5636,,1.043,G,,0.964,,,,,Kepler-47 A,0.0
3357,,0.362,G,,0.3506,,,,,Kepler-47 B,0.0
6322.0,,1.25,,,1.34,,,,0.11,Kepler-480,1.0
5802.0,,1.01,,,1.09,,,,0.03,Kepler-481,1.0
4871.0,,0.75,,,0.72,,,,-0.13,Kepler-482,1.0
6346.0,,1.28,,,1.47,,,,0.09,Kepler-483,1.0
5668.0,,0.96,,,0.87,,,,-0.10,Kepler-484,1.0
5958.0,,1.07,,,1.09,,,,0.04,Kepler-485,1.0
4926.0,,0.79,,,0.75,,,,-0.04,Kepler-486,1.0
5444.0,,0.91,,,0.88,,,,0.00,Kepler-487,2.0
5970.0,,1.07,,,1.09,,,,0.03,Kepler-488,1.0
5014.0,,0.82,,,0.76,,,,0.00,Kepler-489,1.0
5190.0,,0.89,,11.702,0.89,,11.292,11.221,,Kepler-48,4.0
6045.0,,1.08,,,1.12,,,,-0.02,Kepler-490,1.0
5527.0,,0.94,,,0.91,,,,0.07,Kepler-492,1.0
6457.0,,1.36,,,1.54,,,,0.11,Kepler-493,1.0
6007.0,,1.10,,,1.26,,,,0.02,Kepler-494,1.0
5346.0,,0.86,,,0.83,,,,-0.07,Kepler-495,1.0
5293.0,,0.86,,,0.82,,,,-0.03,Kepler-496,1.0
5834.0,,1.09,,,1.11,,,,0.24,Kepler-497,1.0
5744.0,,0.98,,,0.96,,,,-0.04,Kepler-498,1.0
5312.0,,0.87,,,0.83,,,,0.00,Kepler-499,1.0
4252,,0.5490,,13.184,0.559,,12.487,12.383,,Kepler-49,4.0
5857.0,12.7,1.223,G0,11.122,1.487,12.9,10.84,10.805,0.17,Kepler-4,1.0
5813.0,,1.02,,,1.03,,,,0.03,Kepler-500,1.0
5904.0,,1.03,,,1.04,,,,-0.03,Kepler-501,1.0
6125.0,,1.15,,,1.22,,,,0.05,Kepler-502,1.0
5670,,1.154,,13.461,1.764,,13.138,13.045,0.169,Kepler-503,1.0
3519.0,,0.33,,,0.33,,,,-0.31,Kepler-504,1.0
3931.0,,0.55,,,0.53,,,,-0.19,Kepler-505,1.0
6236.0,,1.19,,,1.19,,,,0.09,Kepler-506,1.0
6113.0,,1.16,,,1.32,,,,0.06,Kepler-507,1.0
6025.0,,1.16,,,1.25,,,,0.18,Kepler-508,1.0
6060.0,,1.10,,,1.20,,,,0.01,Kepler-509,1.0
6225,10.54,1.24,,9.518,1.58,11.02,9.25,9.197,0.03,Kepler-50,2.0
5746.0,,0.91,,,1.41,,,,-0.35,Kepler-510,1.0
5770.0,,1.00,,,1.20,,,,0.01,Kepler-511,1.0
5997.0,,1.17,,,1.30,,,,0.22,Kepler-512,1.0
5849.0,,1.02,,,1.06,,,,-0.01,Kepler-513,1.0
6106.0,,1.28,,,1.44,,,,0.36,Kepler-514,1.0
5293.0,,0.90,,,0.83,,,,0.08,Kepler-515,1.0
7099.0,,1.62,,,2.02,,,,0.01,Kepler-516,1.0
5690.0,,0.95,,,0.98,,,,-0.06,Kepler-517,1.0
5842.0,,0.96,,,0.88,,,,-0.23,Kepler-518,1.0
5260.0,,0.89,,,0.80,,,,0.01,Kepler-519,1.0
6018,,1.04,,13.562,0.88,,13.219,13.197,,Kepler-51,3.0
6112.0,,1.10,,,1.09,,,,-0.03,Kepler-520,2.0
6406.0,,1.34,,,1.46,,,,0.25,Kepler-521,1.0
6392.0,,1.54,,,1.98,,,,0.41,Kepler-522,1.0
5515.0,,0.93,,,0.86,,,,-0.03,Kepler-523,1.0
6014.0,,1.09,,,1.10,,,,0.02,Kepler-524,2.0
5573.0,,0.95,,,1.15,,,,0.11,Kepler-525,1.0
5894.0,,1.15,,,1.14,,,,0.34,Kepler-526,1.0
6388.0,,1.28,,,1.45,,,,0.03,Kepler-527,1.0
5807.0,,1.01,,,1.06,,,,0.02,Kepler-528,1.0
6087.0,,1.07,,,1.14,,,,-0.10,Kepler-529,2.0
4263,,0.5770,,13.153,0.556,,12.51,12.360,,Kepler-52,3.0
5697.0,,0.97,,,0.89,,,,-0.08,Kepler-530,1.0
4893.0,,0.78,,,0.75,,,,-0.03,Kepler-531,1.0
5192.0,,0.87,,,0.79,,,,0.00,Kepler-532,1.0
4758.0,,0.78,,,0.72,,,,0.01,Kepler-533,1.0
5884.0,,1.05,,,0.98,,,,0.01,Kepler-534,1.0
6123.0,,1.18,,,1.27,,,,0.13,Kepler-535,1.0
5524.0,,0.92,,,0.89,,,,0.00,Kepler-536,1.0
5763.0,,1.07,,,0.99,,,,0.23,Kepler-537,1.0
5547.00,,0.89,,10.026,0.87,,9.670,9.645,-0.030,Kepler-538,1.0
6085,,1.0650,,14.252,0.958,,13.91,13.81,,Kepler-53,3.0
5946.0,,1.02,,,1.08,,,,-0.10,Kepler-540,1.0
6166.0,,1.41,,,2.06,,,,0.07,Kepler-541,1.0
5526.0,,0.93,,,0.90,,,,0.02,Kepler-542,1.0
4671.0,,0.70,,,0.67,,,,-0.19,Kepler-543,1.0
6206.0,,1.16,,,1.22,,,,0.02,Kepler-544,1.0
5882.0,,1.04,,,1.07,,,,0.03,Kepler-545,1.0
5967.0,,1.11,,,1.15,,,,0.14,Kepler-546,1.0
4828.0,,0.78,,,0.73,,,,0.01,Kepler-547,1.0
5535.0,,0.93,,,0.90,,,,0.00,Kepler-548,1.0
5360.0,,0.88,,,0.84,,,,-0.03,Kepler-549,2.0
4252,,0.5140,,13.508,0.554,,12.897,12.648,,Kepler-54,3.0
5322.0,,0.87,,,0.83,,,,-0.02,Kepler-550,1.0
4286.0,,0.65,,,0.63,,,,-0.09,Kepler-551,1.0
5863.0,,1.03,,,1.04,,,,0.01,Kepler-552,1.0
5266.0,,0.92,,,0.85,,,,0.21,Kepler-553,2.0
5447.0,,0.93,,,0.92,,,,0.14,Kepler-554,1.0
5894.0,,1.03,,,1.04,,,,0.00,Kepler-555,1.0
5740.0,,1.00,,,0.98,,,,0.03,Kepler-556,1.0
6068.0,,1.11,,,1.16,,,,0.02,Kepler-557,1.0
5242.0,,0.85,,,0.81,,,,-0.06,Kepler-558,1.0
5630.0,,0.96,,,0.95,,,,0.03,Kepler-559,1.0
4503,,0.6310,,13.97,0.619,,13.36,13.289,,Kepler-55,5.0
3556.0,,0.34,,,0.33,,,,-0.39,Kepler-560,1.0
5646.0,,0.96,,,0.94,,,,0.02,Kepler-561,2.0
5575.0,,0.93,,,0.90,,,,-0.04,Kepler-562,1.0
5066.0,,0.80,,,0.77,,,,-0.08,Kepler-563,1.0
5626.0,,0.95,,,0.92,,,,-0.01,Kepler-564,1.0
5735.0,,0.98,,,0.95,,,,-0.02,Kepler-565,1.0
5132.0,,0.83,,,0.79,,,,-0.01,Kepler-566,1.0
5148.0,,0.84,,,0.79,,,,0.00,Kepler-567,1.0
3768.0,,0.55,,,0.53,,,,0.11,Kepler-568,1.0
5616.0,,0.95,,,0.93,,,,0.01,Kepler-569,1.0
4840,,1.32,,10.813,4.22,,10.330,10.227,0.20,Kepler-56,3.0
5496.0,,0.93,,,0.90,,,,0.06,Kepler-570,1.0
5527.0,,0.93,,,0.90,,,,0.01,Kepler-571,1.0
5212.0,,0.83,,,0.79,,,,-0.10,Kepler-572,1.0
5746.0,,0.99,,,1.02,,,,0.02,Kepler-573,1.0
5612.0,,0.95,,,0.91,,,,-0.01,Kepler-574,1.0
5710.0,,0.97,,,0.95,,,,0.00,Kepler-575,1.0
5672.0,,0.99,,,0.97,,,,0.09,Kepler-576,1.0
4984.0,,0.78,,,0.73,,,,-0.14,Kepler-577,1.0
5334.0,,0.87,,,0.83,,,,-0.03,Kepler-578,1.0
5636.0,,0.99,,,0.96,,,,0.13,Kepler-579,1.0
5145.0,,0.83,,13.437,0.73,,13.022,12.897,,Kepler-57,2.0
4298.0,,0.67,,,0.64,,,,-0.06,Kepler-580,1.0
5772.0,,1.00,,,1.00,,,,0.03,Kepler-581,1.0
5564.0,,0.93,,,0.91,,,,0.01,Kepler-582,1.0
5523.0,,0.94,,,0.91,,,,0.07,Kepler-583,1.0
6195.0,,1.17,,,1.24,,,,0.02,Kepler-584,1.0
5593.0,,0.96,,,0.93,,,,0.03,Kepler-585,1.0
5575.0,,0.94,,,0.92,,,,0.00,Kepler-586,1.0
5549.0,,0.92,,,0.89,,,,-0.05,Kepler-587,1.0
5835.0,,1.01,,,1.00,,,,0.00,Kepler-588,1.0
5296.0,,0.88,,,0.83,,,,0.01,Kepler-589,1.0
6099,,1.0400,,13.643,1.127,,13.382,13.28,,Kepler-58,3.0
6000.0,,1.10,,,1.15,,,,0.07,Kepler-590,1.0
5677.0,,0.97,,,0.94,,,,0.01,Kepler-591,1.0
5913.0,,1.04,,,1.04,,,,-0.03,Kepler-592,1.0
5967.0,,1.08,,,1.10,,,,0.04,Kepler-593,1.0
5485.0,,0.91,,,0.87,,,,-0.03,Kepler-594,1.0
5247.0,,0.87,,,0.83,,,,0.08,Kepler-595,1.0
6267.0,,1.21,,,1.32,,,,0.03,Kepler-596,1.0
5683.0,,0.97,,,0.95,,,,-0.01,Kepler-597,1.0
5307.0,,0.87,,,0.86,,,,0.02,Kepler-598,1.0
5127.0,,0.83,,,0.79,,,,-0.02,Kepler-599,1.0
6074.0,,1.04,,13.253,0.94,,12.974,12.928,,Kepler-59,2.0
6297.0,,1.374,,12.115,1.793,14.1,11.86,11.769,0.04,Kepler-5,1.0
5279.0,,0.84,,,0.81,,,,-0.09,Kepler-600,1.0
5160.0,,0.85,,,0.79,,,,-0.02,Kepler-601,1.0
6062.0,,1.08,,,1.13,,,,-0.02,Kepler-602,1.0
5808.0,,1.01,,,1.01,,,,0.03,Kepler-603,3.0
5890.0,,1.02,,,1.03,,,,-0.02,Kepler-604,1.0
5462.0,,0.91,,,0.88,,,,0.02,Kepler-605,2.0
6161.0,,1.13,,,1.22,,,,0.01,Kepler-606,1.0
5196.0,,0.84,,,0.80,,,,-0.02,Kepler-607,1.0
5820.0,,1.00,,,1.01,,,,-0.02,Kepler-608,1.0
5971.0,,1.09,,,1.14,,,,0.06,Kepler-609,1.0
5915.0,,1.105,,12.804,1.5,,12.569,12.516,,Kepler-60,3.0
5943.0,,1.10,,,1.13,,,,0.12,Kepler-610,2.0
5761.0,,1.01,,,1.01,,,,0.06,Kepler-611,1.0
5693.0,,0.98,,,0.96,,,,0.04,Kepler-612,1.0
5723.0,,0.98,,,0.96,,,,-0.01,Kepler-613,1.0
5268.0,,0.85,,,0.81,,,,-0.07,Kepler-614,1.0
4655.0,,0.73,,,0.69,,,,-0.07,Kepler-615,1.0
5753.0,,0.98,,,0.97,,,,-0.02,Kepler-616,2.0
3712.0,,0.51,,,0.48,,,,-0.07,Kepler-617,1.0
5860.0,,1.05,,,1.08,,,,0.08,Kepler-618,1.0
5980.0,,1.09,,,1.11,,,,0.05,Kepler-619,2.0
4017,15.17,0.35,K7V,13.078,0.62,,12.426,12.272,0.03,Kepler-61,1.0
6155.0,,1.15,,,1.22,,,,0.03,Kepler-620,1.0
4521.0,,0.72,,,0.68,,,,-0.02,Kepler-621,1.0
4201.0,,0.64,,,0.61,,,,-0.09,Kepler-622,1.0
5443.0,,0.90,,,0.86,,,,-0.03,Kepler-623,1.0
6117.0,,1.10,,,1.18,,,,-0.06,Kepler-624,1.0
5789.0,,1.04,,,0.96,,,,0.10,Kepler-625,2.0
5813.0,,1.01,,,1.05,,,,0.01,Kepler-626,1.0
6424.0,,1.30,,,1.49,,,,0.05,Kepler-627,1.0
5721.0,,1.00,,,1.28,,,,0.04,Kepler-628,1.0
5444.0,,0.93,,,0.84,,,,0.01,Kepler-629,1.0
4925,13.8,0.69,K2V,12.256,0.63,14.4,11.739,11.659,-0.37,Kepler-62,5.0
5829.0,,1.02,,,1.04,,,,0.03,Kepler-630,1.0
6185.0,,1.24,,,1.33,,,,0.23,Kepler-631,1.0
5322.0,,0.91,,,0.84,,,,0.11,Kepler-632,1.0
5899.0,,1.02,,,1.15,,,,-0.05,Kepler-633,1.0
6075.0,,1.03,,,1.24,,,,-0.18,Kepler-634,1.0
6174.0,,1.33,,,1.51,,,,0.41,Kepler-635,1.0
5203.0,,0.85,,,0.80,,,,-0.02,Kepler-636,1.0
6096.0,,1.64,,,2.56,,,,0.38,Kepler-637,1.0
5382.0,,0.88,,,0.93,,,,0.04,Kepler-638,1.0
5896.0,,1.14,,,1.29,,,,0.23,Kepler-639,1.0
5576,12.02,0.984,,10.399,0.901,12.36,10.096,9.997,0.05,Kepler-63,1.0
5653.0,,1.01,,,0.94,,,,0.15,Kepler-640,1.0
5713.0,,1.02,,,1.13,,,,0.15,Kepler-641,1.0
6570.0,,1.40,,,1.66,,,,0.06,Kepler-642,1.0
4908.0,,1.00,,,2.52,,,,0.13,Kepler-643,1.0
6747.0,,1.49,,,1.81,,,,0.08,Kepler-644,1.0
6170.0,,1.13,,,1.21,,,,-0.01,Kepler-645,1.0
5634.0,,0.93,,,0.91,,,,-0.07,Kepler-646,1.0
6020.0,,1.03,,,1.07,,,,-0.14,Kepler-647,1.0
5741.0,,1.05,,,0.98,,,,0.21,Kepler-648,1.0
5871.0,,0.97,,,0.94,,,,-0.17,Kepler-649,1.0
5849.0,,1.08,,,1.35,,,,0.13,Kepler-650,1.0
5522.0,,0.92,,,0.87,,,,-0.04,Kepler-651,1.0
5490.0,,0.97,,,0.88,,,,0.17,Kepler-652,1.0
5665.0,,1.02,,,1.19,,,,0.23,Kepler-653,2.0
5865.0,,1.04,,,1.11,,,,0.04,Kepler-654,1.0
6170.0,,1.15,,,1.24,,,,0.00,Kepler-655,1.0
5281.0,,0.86,,,0.82,,,,-0.04,Kepler-656,1.0
5808.0,,1.01,,,1.01,,,,0.03,Kepler-657,1.0
4103.0,,0.63,,,0.60,,,,-0.04,Kepler-658,1.0
4870.0,,0.79,,,0.74,,,,0.02,Kepler-659,1.0
6211,10.92,1.25,F,10.066,1.41,11.62,9.852,9.806,0.17,Kepler-65,3.0
4779.0,,0.75,,,0.71,,,,-0.07,Kepler-660,1.0
4483.0,,0.70,,,0.67,,,,-0.05,Kepler-661,1.0
4897.0,,0.79,,,0.74,,,,-0.03,Kepler-662,1.0
5264.0,,0.86,,,0.82,,,,0.03,Kepler-663,1.0
5754.0,,1.01,,,1.02,,,,0.07,Kepler-664,1.0
4913.0,,0.79,,,0.74,,,,-0.03,Kepler-665,1.0
5887.0,,1.03,,,1.05,,,,0.01,Kepler-666,1.0
5327.0,,0.91,,,0.87,,,,0.15,Kepler-667,1.0
5352.0,,0.87,,,0.82,,,,-0.06,Kepler-668,1.0
6038.0,,1.15,,,1.20,,,,0.14,Kepler-669,1.0
5962,15.3,1.038,G0V,14.021,0.966,,13.689,13.62,0.012,Kepler-66,1.0
5709.0,,0.99,,,0.99,,,,0.07,Kepler-670,1.0
5624.0,,0.97,,,0.95,,,,0.08,Kepler-671,1.0
5627.0,,0.95,,,0.92,,,,-0.01,Kepler-672,1.0
5355.0,,0.88,,,0.84,,,,0.00,Kepler-673,1.0
4192.0,,0.60,,,0.57,,,,-0.27,Kepler-674,1.0
4945.0,,0.79,,,0.75,,,,-0.05,Kepler-675,1.0
3701.0,,0.51,,,0.49,,,,-0.02,Kepler-676,1.0
5723.0,,1.00,,,0.99,,,,0.06,Kepler-677,1.0
5520.0,,0.94,,,0.91,,,,0.07,Kepler-678,1.0
5403.0,,0.87,,,0.84,,,,-0.09,Kepler-679,1.0
5331,16.4,0.865,G9V,14.74,0.778,,14.34,14.155,0.012,Kepler-67,1.0
5890.0,,1.08,,,1.11,,,,0.13,Kepler-680,1.0
5021.0,,0.80,,,0.76,,,,-0.04,Kepler-681,1.0
5559.0,,0.92,,,0.89,,,,-0.05,Kepler-682,1.0
5703.0,,0.96,,,0.95,,,,-0.03,Kepler-683,1.0
5493.0,,0.89,,,0.86,,,,-0.11,Kepler-684,1.0
5963.0,,1.11,,,1.16,,,,0.15,Kepler-685,1.0
5649.0,,0.94,,,0.92,,,,-0.07,Kepler-686,1.0
4841.0,,0.77,,,0.73,,,,-0.04,Kepler-687,1.0
5715.0,,0.98,,,0.96,,,,0.02,Kepler-688,1.0
5518.0,,0.91,,,0.88,,,,-0.01,Kepler-689,1.0
5793,9.997,1.079,G,8.975,1.243,10.73,8.662,8.588,0.12,Kepler-68 A,3.0
,,0.175,,,,,,,,Kepler-68 B,0.0
5913.0,,1.11,,,1.16,,,,0.19,Kepler-690,1.0
3715.0,,0.53,,,0.50,,,,0.04,Kepler-691,1.0
5440.0,,0.90,,,0.86,,,,-0.01,Kepler-692,1.0
4881.0,,0.76,,,0.72,,,,-0.10,Kepler-693,1.0
5700.0,,0.97,,,0.95,,,,0.00,Kepler-694,1.0
5181.0,,0.84,,,0.80,,,,-0.01,Kepler-695,1.0
5903.0,,1.06,,,1.08,,,,0.07,Kepler-696,1.0
5513.0,,0.92,,,0.88,,,,-0.01,Kepler-697,1.0
5612.0,,0.94,,,0.91,,,,-0.03,Kepler-698,1.0
5330.0,,0.81,,,0.78,,,,-0.26,Kepler-699,1.0
5638,,0.81,G4V,12.631,0.93,,12.284,12.234,-0.29,Kepler-69,2.0
5640,,1.05,,12.001,1.29,13.3,11.706,11.634,0.34,Kepler-6,1.0
5692.0,,0.98,,13.935,0.96,,13.585,13.569,0.04,Kepler-700,2.0
5343.0,,0.88,,,0.84,,,,0.00,Kepler-701,1.0
5419.0,,0.90,,,0.86,,,,0.00,Kepler-702,1.0
6185.0,,1.18,,,1.27,,,,0.05,Kepler-703,1.0
5616.0,,0.97,,,0.96,,,,0.09,Kepler-704,1.0
3722.0,,0.53,,,0.51,,,,0.07,Kepler-705,1.0
5394.0,,0.87,,,0.84,,,,-0.06,Kepler-706,1.0
5099.0,,0.80,,,0.76,,,,-0.12,Kepler-707,1.0
5692.0,,0.97,,,0.96,,,,0.01,Kepler-708,1.0
5071.0,,0.80,,,0.77,,,,-0.08,Kepler-709,1.0
5611.0,,0.94,,,0.91,,,,-0.04,Kepler-710,1.0
5222.0,,0.84,,,0.80,,,,-0.04,Kepler-711,1.0
5148.0,,0.84,,,0.78,,,,-0.03,Kepler-712,2.0
5785.0,,0.98,,,0.99,,,,-0.03,Kepler-713,1.0
5995.0,,1.09,,,1.12,,,,0.04,Kepler-714,1.0
5871.0,,1.04,,,1.04,,,,0.02,Kepler-715,1.0
5099.0,,0.83,,,0.78,,,,0.00,Kepler-716,1.0
5485.0,,0.88,,,0.85,,,,-0.12,Kepler-717,1.0
6191.0,,1.18,,,1.30,,,,0.06,Kepler-718,1.0
5777.0,,0.99,,,0.98,,,,-0.02,Kepler-719,1.0
5543.00,,0.9230,,13.927,0.8870,15.1,13.550,13.47,,Kepler-71,1.0
5618.0,,0.95,,,0.92,,,,0.00,Kepler-720,1.0
5075.0,,0.82,,,0.78,,,,-0.01,Kepler-721,1.0
5863.0,,1.03,,,1.05,,,,0.02,Kepler-722,2.0
5539.0,,0.92,,,0.89,,,,0.00,Kepler-723,1.0
5437.0,,0.90,,,0.86,,,,-0.02,Kepler-724,1.0
5363.0,,0.88,,,0.84,,,,-0.01,Kepler-725,1.0
5452.0,,0.88,,,0.85,,,,-0.09,Kepler-726,1.0
5441.0,,0.89,,,0.86,,,,-0.01,Kepler-727,1.0
5660.0,,0.95,,,0.93,,,,-0.03,Kepler-728,1.0
5633.0,,0.94,,,0.91,,,,-0.05,Kepler-729,1.0
5726.0,,1.00,,,1.01,,,,0.07,Kepler-730,1.0
5849.0,,1.03,,,1.06,,,,0.04,Kepler-731,1.0
3631.0,,0.49,,,0.46,,,,-0.01,Kepler-732,2.0
5418.0,,0.90,,,0.86,,,,0.01,Kepler-733,1.0
5326.0,,0.85,,,0.78,,,,-0.17,Kepler-734,1.0
